price;lotSize;age;landValue;livingArea;pctCollege;bedrooms;fireplaces;bathrooms;rooms;heating;fuel;sewer;waterfront;newConstruction;centralAir;built date;property code;mtrsmyroom;category
216000;0.38;39;25000;1702;64;4;1;1.5;8;hot air;gas;public/commercial;No;No;No;20/08/1981;UC0101631548AWS55964;3337,75;Mx
221649;0.37;38;24500;1682;64;3;1;1.5;4;hot water/steam;gas;public/commercial;No;No;No;20/08/1982;UC010152109AWS9041;6545,5;M
199900;0.21;17;28800;1180;64;2;1;1.5;4;hot air;gas;public/commercial;No;No;Yes;15/08/2003;UC0101557786AWS29418;7495;M
463000;0.64;3;153800;2885;64;4;1;2.5;10;hot air;gas;public/commercial;No;No;Yes;11/08/2017;UC0101727436AWS57124;15668,5;L
146500;0.02;20;14900;1281;64;2;;2.5;3;electric;electric;public/commercial;No;No;Yes;15/08/2000;UC0101587242AWS93214;5393,666667;Mx
225000;0.24;18;29500;1596;64;3;1;2;4;hot air;gas;public/commercial;No;No;Yes;15/08/2002;UC0101443797AWS39120;7774;M
160000;0.16;21;15100;1184;40;3;;2;4;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101371371AWS35305;4071;Mx
275055;0.46;1;108900;2745;40;4;1;3;8;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC0101990970AWS25213;13955,625;Lx
315513;0.46;1;108900;2680;40;4;1;2.5;11;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC010168589AWS93884;10143,63636;Lx
323759;0.35;1;108900;2483;40;3;1;2.5;10;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101835314AWS19182;11138,3;Lx
167500;0.92;19;25000;1188;40;3;;1;4;hot air;oil;septic;No;No;No;15/08/2001;UC0101615834AWS34461;6547;M
272699;0.3;1;108900;2366;40;4;1;3;7;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC0101809343AWS91226;15895,14286;L
177500;0.31;19;27000;1508;40;3;1;1.5;4;hot air;gas;public/commercial;No;No;No;15/08/2001;UC0101524574AWS91915;7127;M
128000;1;50;20500;792;40;2;;1;4;hot water/steam;oil;septic;No;No;No;23/08/1970;UC0101485955AWS23752;5323;Mx
317105;0.44;1;108900;3285;40;4;1;2.5;10;hot air;gas;public/commercial;No;No;No;11/08/2019;UC0101819318AWS81368;11218,5;Lx
144500;0.15;18;15100;1673;40;2;;2;5;electric;gas;public/commercial;No;No;No;15/08/2002;UC0101570879AWS36222;3354,6;Mx
260000;0.33;7;26000;2000;64;4;;2.5;7;hot air;gas;public/commercial;No;No;No;12/08/2013;UC0101647035AWS31420;4000;Mx
244000;0.33;18;27000;1561;40;3;1;1.5;4;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101137252AWS83402;7140,25;M
287989;0.4;1;108900;2828;40;4;1;3;9;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC0101763829AWS78880;12414,22222;Lx
159000;0.16;18;15100;1592;40;3;;1.5;8;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101441319AWS32835;2086,5;S
167000;0.16;18;15100;1184;40;3;;2;8;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101116645AWS75363;2035,5;S
348000;0.17;14;10200;1708;40;2;1;2;4;hot air;oil;public/commercial;No;No;Yes;14/08/2006;UC010124743AWS32212;2977;S
140000;0.17;26;15200;1276;40;2;1;2;6;hot air;electric;public/commercial;No;No;Yes;17/08/1994;UC010156908AWS54207;2746;S
145000;0.15;20;15100;1184;40;2;;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2000;UC010161664AWS11555;5428;Mx
150450;0.17;21;15800;908;40;2;;1;5;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101471193AWS14211;3341,6;Mx
230000;0.95;15;32800;1612;64;3;1;2;6;hot water/steam;gas;septic;No;No;No;14/08/2005;UC0101943572AWS13325;5735,333333;M
147423;0.16;19;15700;912;40;2;1;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101862716AWS9793;5537,333333;Mx
223000;0.33;17;27000;1508;40;3;1;1.5;6;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101853499AWS29859;4751,333333;Mx
167500;0.16;18;15100;1492;40;3;;2.5;6;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101725278AWS1675;2765,333333;S
299000;0.1;25;6000;874;40;3;1;1;5;electric;electric;public/commercial;No;No;No;17/08/1995;UC0101128164AWS91596;1374,8;S
235900;0.59;33;26400;1573;64;4;1;2.5;6;hot water/steam;gas;public/commercial;No;No;No;19/08/1987;UC0101188931AWS64340;4662,166667;Mx
147000;0.24;115;7200;1227;64;3;1;1;5;hot air;gas;public/commercial;No;No;No;8/09/1905;UC0101338635AWS48154;1685,4;S
305000;0.53;13;31300;2494;64;3;1;2.5;7;hot air;gas;septic;No;No;No;14/08/2007;UC0101165380AWS30473;4827,714286;Mx
154000;0.17;21;15800;912;40;2;;1.5;7;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101474698AWS25386;2387,428571;S
149000;0.15;20;15700;988;40;2;;1;7;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101788394AWS63365;2384;S
300279;0.54;1;108900;2762;40;4;1;3;9;hot air;gas;septic;No;Yes;No;11/08/2019;UC0101614829AWS22542;12406,88889;Lx
278000;0.64;33;26500;2625;64;4;1;2.5;10;hot water/steam;gas;public/commercial;No;No;No;19/08/1987;UC0101776607AWS7559;2912,5;S
202000;0.47;28;24600;1222;64;2;;1;6;electric;electric;public/commercial;No;No;No;17/08/1992;UC0101492803AWS89629;4303,666667;Mx
328463;0.49;1;108900;3144;40;4;1;2.5;10;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC0101544505AWS2138;11204,4;Lx
185000;0.45;16;25000;1173;40;3;1;1;5;hot air;gas;septic;No;No;No;14/08/2004;UC0101333039AWS69716;5234,6;Mx
128000;0.17;21;15800;908;40;2;;1;3;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101268634AWS30114;5569,333333;Mx
335000;0.92;16;32700;2274;64;4;1;2.5;10;hot water/steam;gas;septic;No;No;Yes;14/08/2004;UC0101628270AWS69604;3497,4;Mx
148900;0.16;18;15700;908;40;2;;1;4;electric;gas;public/commercial;No;No;No;15/08/2002;UC0101608185AWS3199;4152;Mx
229900;0.43;16;25000;1540;40;3;;1.5;6;hot air;gas;septic;No;No;No;14/08/2004;UC0101316615AWS96125;4423,333333;Mx
215000;0.49;28;24900;1196;64;4;1;2;7;hot air;gas;public/commercial;No;No;No;17/08/1992;UC0101629278AWS33551;3728;Mx
253000;0.45;16;25000;1780;40;3;1;1.5;9;hot air;gas;septic;No;No;No;14/08/2004;UC0101206310AWS35220;2975,555556;S
304065;0.34;1;108900;2670;40;4;1;3;8;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101451037AWS77864;13946,25;Lx
222000;0.34;26;27000;1581;40;3;1;1.5;5;hot air;gas;public/commercial;No;No;No;17/08/1994;UC0101107358AWS74862;5716,2;M
165000;0.15;18;15100;1592;40;3;;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101167507AWS54707;2384,571429;S
275000;0.37;14;31200;2011;40;4;1;2.5;8;hot air;gas;septic;No;No;Yes;14/08/2006;UC0101741335AWS22316;4151,375;Mx
325000;0.27;105;56500;1391;40;2;1;1;4;electric;electric;public/commercial;Yes;No;No;6/09/1915;UC0101460330AWS80837;14472,75;L
406000;1.08;15;21100;2636;40;4;3;2.5;8;hot air;gas;septic;No;No;Yes;14/08/2005;UC0101155279AWS15706;2967;S
230000;0.31;19;27000;1656;40;3;1;1.5;6;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101226771AWS59099;4776;Mx
125000;0.04;130;2400;1518;64;3;;1;8;hot air;gas;public/commercial;No;No;No;###############################################################################################################################################################################################################################################################;UC0101980143AWS58678;489,75;S
148000;0.41;84;18200;1182;64;3;1;1.5;8;hot air;oil;public/commercial;No;No;No;31/08/1936;UC010183638AWS48012;2422,75;S
279000;0.44;9;26000;1836;64;3;;2.5;8;hot air;gas;public/commercial;No;No;Yes;13/08/2011;UC0101266484AWS97173;3479,5;Mx
250000;0.62;14;31600;1529;64;2;1;2;6;hot air;gas;septic;No;No;Yes;14/08/2006;UC0101915072AWS3882;5521,5;Mx
314940;0.37;0;108900;2715;40;4;1;3;10;hot air;gas;public/commercial;No;Yes;No;10/08/2020;UC0101801100AWS12181;11161,5;Lx
165900;0.16;21;15100;1184;40;2;;1.5;3;electric;electric;public/commercial;No;No;No;16/08/1999;UC010183586AWS68029;5428;Mx
150000;0.75;14;3700;1120;36;3;;1.5;6;hot air;oil;septic;No;No;No;14/08/2006;UC0101216160AWS65448;803,3333333;S
133000;0.15;15;2500;1008;36;3;;1;4;hot air;gas;public/commercial;No;No;No;14/08/2005;UC0101873138AWS9578;877;S
155000;0.37;18;2500;1008;36;3;;1;7;electric;electric;septic;No;No;No;15/08/2002;UC0101265652AWS71686;501,1428571;S
220000;0.41;57;4800;2077;36;3;1;2;7;hot air;oil;septic;No;No;No;25/08/1963;UC0101322530AWS25958;982,4285714;S
229000;1.61;26;4500;1572;36;3;;1.5;4;electric;electric;septic;No;No;No;17/08/1994;UC0101779257AWS41066;1518;S
177000;0.63;34;5000;1874;36;4;;1.5;9;hot water/steam;oil;septic;No;No;No;19/08/1986;UC0101423524AWS87835;763,7777778;S
120000;0.11;50;1300;768;36;2;;1;6;hot air;gas;public/commercial;No;No;No;23/08/1970;UC010186839AWS90343;344,6666667;S
195000;0.29;3;3800;1552;36;3;1;2.5;5;hot air;gas;septic;No;No;No;11/08/2017;UC0101790221AWS66946;1070,4;S
315371;1;1;3400;2331;36;4;1;2.5;8;hot air;gas;septic;No;No;No;11/08/2019;UC0101352467AWS95458;716,375;S
137000;0.36;48;3600;960;36;2;;1;3;hot air;gas;septic;No;No;No;22/08/1972;UC0101920730AWS99162;1520;S
225700;0.36;19;13000;1720;64;3;;1.5;9;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101360339AWS63457;1635,555556;S
204900;0.34;20;13000;1437;64;3;;1.5;8;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101908182AWS65498;1804,625;S
189500;0.34;19;13000;1510;64;3;;2;8;hot air;oil;public/commercial;No;No;Yes;15/08/2001;UC0101482414AWS40804;1813,75;S
374000;0.72;21;26000;3021;28;4;1;2.5;11;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101416595AWS51438;2638,272727;S
319000;0.35;12;13000;1960;64;4;;2.5;8;hot water/steam;gas;septic;No;No;No;13/08/2008;UC0101119426AWS15237;1870;S
294100;0.39;11;13000;2112;64;3;1;2.5;10;hot water/steam;gas;septic;No;No;No;13/08/2009;UC0101495113AWS42331;1511,2;S
440760;0.38;0;13000;2917;64;4;1;3;10;hot air;gas;septic;No;No;Yes;10/08/2020;UC0101260561AWS45305;1591,7;S
128000;0.16;21;15700;912;40;2;1;1.5;4;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101747429AWS95816;4153;Mx
239505;0.37;1;108900;2244;40;3;1;2.5;10;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC010139708AWS14413;11114,4;Lx
141700;0.15;18;15100;1202;40;2;;1.5;4;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101529556AWS29631;4075,5;Mx
215500;0.34;19;27000;2601;40;4;1;2.5;10;hot air;gas;public/commercial;No;No;Yes;15/08/2001;UC0101904568AWS59243;2960,1;S
320210;0.81;1;108900;2492;40;3;1;2.5;9;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101620082AWS40812;12376,88889;Lx
273495;0.3;1;108900;2680;40;4;;2.5;11;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101864874AWS41469;10143,63636;Lx
256350;0.35;1;108900;2271;40;3;1;2.5;6;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC010184333AWS39670;18528,5;L
255000;0.33;17;27000;2012;40;3;1;3;6;electric;electric;public/commercial;No;No;No;15/08/2003;UC0101121288AWS83192;4835,333333;Mx
124000;0.09;13;6700;920;40;3;;1;8;electric;electric;public/commercial;No;No;No;14/08/2007;UC0101532461AWS47756;952,5;S
293000;1.94;5;110000;2111;40;3;1;2;9;hot air;gas;septic;No;No;Yes;12/08/2015;UC0101639774AWS73730;12456,77778;Lx
147000;0.15;20;15100;1184;40;3;1;2;4;hot water/steam;gas;public/commercial;No;No;No;15/08/2000;UC0101890476AWS64442;4071;Mx
284595;0.32;1;108900;2627;40;4;1;3;10;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101767980AWS70646;11152,7;Lx
342269;0.39;1;108900;2641;40;4;1;3;9;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101529246AWS33626;12393,44444;Lx
229000;0.51;25;25000;1736;40;3;1;1.5;8;hot water/steam;gas;public/commercial;No;No;No;17/08/1995;UC0101928158AWS4051;3342;Mx
216900;0.31;19;27000;1656;40;3;1;1.5;7;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101703177AWS92777;4093,714286;Mx
164900;0.15;22;15100;1168;40;3;1;1.5;6;electric;electric;public/commercial;No;No;No;16/08/1998;UC0101416288AWS85852;2711,333333;S
149000;0.15;18;15100;1385;40;2;1;1.5;3;hot air;gas;public/commercial;No;No;No;15/08/2002;UC0101823480AWS90495;5495;Mx
150000;0.18;85;3600;969;64;2;;1;4;hot air;oil;septic;No;No;No;1/09/1935;UC0101858371AWS62021;1142,25;S
214990;0.32;17;27000;1508;40;3;1;1.5;6;hot water/steam;gas;public/commercial;No;No;No;15/08/2003;UC0101606110AWS56996;4751,333333;Mx
173000;0.14;26;15100;1602;40;2;1;1.5;7;hot air;gas;public/commercial;No;No;Yes;17/08/1994;UC0101122589AWS15011;2386;S
149900;0.17;19;15800;912;40;2;1;1.5;4;electric;electric;public/commercial;No;No;No;15/08/2001;UC010110503AWS49078;4178;Mx
155000;0.15;18;15100;1128;40;2;;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101109087AWS52750;5409,333333;Mx
170000;0.16;18;15100;1514;40;3;1;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2002;UC010171119AWS75712;3322,8;Mx
237500;0.37;19;27000;1535;40;3;;2;5;hot water/steam;electric;public/commercial;No;No;No;15/08/2001;UC0101610086AWS91169;5707;M
297065;0.45;1;108900;2722;40;4;;3;9;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101681773AWS42110;12402,44444;Lx
342202;0.44;1;108900;2711;40;4;1;2.5;9;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC0101478898AWS9808;12401,22222;Lx
345264;0.88;1;108900;3020;40;4;1;3;11;hot air;gas;public/commercial;No;Yes;Yes;11/08/2019;UC0101934068AWS76493;10174,54545;Lx
325046;0.5;1;108900;2712;40;4;;2.5;10;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101895829AWS45014;11161,2;Lx
367000;1;19;21400;2556;64;4;1;2.5;8;electric;electric;septic;No;No;Yes;15/08/2001;UC0101629523AWS23568;2994,5;S
159900;0.17;21;15200;1184;40;3;;2;4;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101601268AWS60595;4096;Mx
145000;0.16;21;15700;912;40;2;1;1.5;3;hot air;gas;public/commercial;No;No;No;16/08/1999;UC0101359432AWS32046;5537,333333;Mx
272500;0.32;18;27000;2212;40;4;1;2.5;10;hot air;gas;public/commercial;No;No;Yes;15/08/2002;UC0101965938AWS89501;2921,2;S
163255;0.09;25;15100;1602;40;2;1;1.5;3;hot air;gas;public/commercial;No;No;Yes;17/08/1995;UC0101786164AWS11729;5567,333333;Mx
319000;0.47;1;108900;3285;40;4;1;3;12;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC010161604AWS77470;9348,75;Lx
160600;0.15;20;15100;1406;40;2;;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101614627AWS21538;5502;Mx
246000;0.34;20;27000;1472;40;3;1;2;6;hot air;gas;public/commercial;No;No;Yes;15/08/2000;UC0101878029AWS21619;4745,333333;Mx
153000;0.17;57;10200;1072;40;2;;1;6;hot air;oil;public/commercial;No;No;No;25/08/1963;UC0101528144AWS49446;1878,666667;S
295000;0.48;15;30000;2504;64;5;1;2.5;10;hot air;gas;septic;No;No;No;14/08/2005;UC0101699928AWS99341;3250,4;Mx
159000;0.16;18;15100;1184;40;2;;1.5;3;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101875911AWS94006;5428;Mx
148400;0.15;20;15700;912;40;2;1;1.5;5;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101998093AWS47080;3322,4;Mx
311000;0.54;10;30000;2120;40;3;;2.5;7;hot air;gas;public/commercial;No;No;Yes;13/08/2010;UC0101770351AWS1696;4588,571429;Mx
314000;0.53;1;108900;3344;40;4;1;3.5;11;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101948801AWS11403;10204;Lx
250000;0.4;25;27000;2243;40;3;1;2.5;6;hot air;electric;public/commercial;No;No;Yes;17/08/1995;UC0101388009AWS43485;4873,833333;Mx
149000;0.16;21;15700;908;40;2;;1;3;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101608959AWS54244;5536;Mx
307890;0.55;1;108900;2714;40;4;;3;12;hot air;gas;public/commercial;No;Yes;No;11/08/2019;UC0101125999AWS53186;9301,166667;Lx
223000;0.33;18;27000;1360;40;3;1;1.5;8;electric;electric;public/commercial;No;No;No;15/08/2002;UC010118473AWS54317;3545;Mx
219000;0.47;27;24600;1719;64;3;1;1.5;5;electric;electric;public/commercial;No;No;No;17/08/1993;UC0101824990AWS81690;5263,8;Mx
178000;0.48;28;24800;1404;64;3;1;1.5;6;electric;electric;public/commercial;No;No;No;17/08/1992;UC0101389705AWS36470;4367,333333;Mx
295925;0.56;0;108900;2134;40;4;1;2.5;9;hot air;gas;public/commercial;No;Yes;No;10/08/2020;UC0101168482AWS50387;12337,11111;Lx
141160;0.17;20;15800;912;40;2;;1.5;6;electric;electric;public/commercial;No;No;No;15/08/2000;UC0101895508AWS37910;2785,333333;S
229900;0.34;9;30000;1423;40;3;1;1.5;8;electric;electric;public/commercial;No;No;Yes;13/08/2011;UC0101800288AWS37383;3927,875;Mx
254900;0.33;10;30000;2044;40;3;;2;5;hot air;gas;public/commercial;No;No;No;13/08/2010;UC0101676554AWS92245;6408,8;M
126000;0.85;28;3900;896;36;2;;1;4;hot air;oil;septic;No;No;No;17/08/1992;UC010167595AWS23662;1199;S
176500;0.37;55;4600;1380;36;3;1;1.5;6;hot water/steam;oil;septic;No;No;Yes;24/08/1965;UC0101737969AWS7980;996,6666667;S
161800;0.34;41;3500;960;36;3;;1;7;hot air;gas;septic;No;No;No;21/08/1979;UC0101578676AWS4542;637,1428571;S
112200;0.14;44;2400;840;36;2;;1;4;hot air;gas;public/commercial;No;No;No;21/08/1976;UC0101165482AWS45139;810;S
154500;0.54;35;5700;1820;36;4;;1.5;8;hot water/steam;gas;septic;No;No;No;19/08/1985;UC0101197551AWS68132;940;S
300000;0.92;19;5000;2144;36;3;1;2.5;8;hot air;oil;septic;No;No;Yes;15/08/2001;UC0101268448AWS21859;893;S
206000;0.1;17;5100;1610;36;3;;2;8;hot air;gas;septic;No;No;No;15/08/2003;UC0101364056AWS92210;838,75;S
257000;0.75;6;1700;;36;3;;2.5;7;hot air;gas;septic;No;No;No;12/08/2014;UC0101167397AWS76770;493,1428571;S
182000;0.38;36;3300;1729;36;4;1;1.5;8;hot water/steam;gas;septic;No;No;No;19/08/1984;UC010186234AWS10690;628,625;S
161000;0.59;37;4400;1056;36;3;;1;6;hot air;gas;septic;No;No;No;20/08/1983;UC0101544077AWS40385;909,3333333;S
176000;0.42;21;12250;1292;64;3;;1.5;6;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101520213AWS65732;2257;S
177160;0.41;35;7200;832;64;3;;1;8;hot air;oil;public/commercial;No;No;No;19/08/1985;UC0101355182AWS38124;1004;S
355063;0.36;0;13000;2256;64;4;1;2.5;8;hot air;gas;septic;No;Yes;Yes;10/08/2020;UC0101778908AWS44739;1907;S
213000;0.48;20;10000;1274;64;3;1;2;4;electric;electric;public/commercial;No;No;No;15/08/2000;UC010122859AWS44729;2818,5;S
266500;0.52;18;13000;1608;64;3;;2.5;4;electric;electric;public/commercial;No;No;No;15/08/2002;UC0101532146AWS43289;3652;Mx
285000;0.36;13;13000;1868;64;3;1;2.5;9;hot water/steam;gas;septic;No;No;No;14/08/2007;UC0101816761AWS57269;1652;S
178900;0.35;21;36500;1554;64;3;;1;4;electric;electric;public/commercial;No;No;No;16/08/1999;UC0101609813AWS3195;9513,5;Lx
300000;0.56;34;30800;3604;64;6;1;3.5;12;hot water/steam;gas;public/commercial;No;No;No;19/08/1986;UC0101518902AWS66721;2867;S
211000;0.49;41;28600;1887;64;4;1;2.5;8;hot water/steam;gas;public/commercial;No;No;Yes;21/08/1979;UC0101512922AWS74810;3810,875;Mx
451000;2;52;84000;1326;64;3;;1;7;hot air;oil;public/commercial;No;No;Yes;23/08/1968;UC0101994260AWS31303;12189,42857;Lx
201400;0.49;30;28600;1876;64;3;1;2.5;6;hot water/steam;gas;public/commercial;No;No;No;18/08/1990;UC0101392808AWS53791;5079,333333;Mx
195900;0.4;34;30000;1672;64;3;1;0;5;hot air;gas;public/commercial;No;No;No;19/08/1986;UC0101278548AWS44199;6334,4;M
190000;0.57;35;34900;2064;64;4;1;2.5;6;hot air;gas;public/commercial;No;No;Yes;19/08/1985;UC0101267437AWS54872;6160,666667;M
150000;0.21;19;19100;1138;64;2;1;1;4;electric;electric;public/commercial;No;No;No;15/08/2001;UC0101577958AWS49468;5059,5;Mx
206000;1;19;36000;1814;64;3;1;1.5;7;hot air;gas;septic;No;No;Yes;15/08/2001;UC0101168547AWS78775;5402;Mx
285000;0.32;28;35000;2380;64;4;1;1.5;10;electric;electric;public/commercial;No;No;Yes;17/08/1992;UC0101353394AWS63389;3738;Mx
120000;0.2;24;14000;976;64;2;;2;3;electric;electric;public/commercial;No;No;No;16/08/1996;UC0101732838AWS3741;4992;Mx
377500;1;21;116300;2886;64;4;2;2.5;9;hot air;gas;public/commercial;No;No;Yes;16/08/1999;UC0101352113AWS83476;13242,88889;Lx
340000;0.55;8;19300;2483;64;4;1;2.5;10;hot air;gas;public/commercial;No;No;No;12/08/2012;UC0101302273AWS97459;2178,3;S
240000;0.45;35;32300;1846;64;3;1;1.5;6;hot air;gas;public/commercial;No;No;No;19/08/1985;UC0101609460AWS92089;5691;Mx
295000;0.49;17;36900;2592;64;4;1;2.5;12;hot air;gas;public/commercial;No;No;Yes;15/08/2003;UC0101928086AWS49116;3291;Mx
215000;0.63;21;39100;1792;64;3;;1.5;9;electric;electric;public/commercial;No;No;Yes;16/08/1999;UC0101191851AWS81741;4543,555556;Mx
275000;0.47;35;27800;2588;64;4;1;2.5;10;hot water/steam;gas;public/commercial;No;No;No;19/08/1985;UC0101487777AWS40261;3038,8;Mx
189000;0.81;53;21600;1210;64;3;;1;7;hot water/steam;gas;septic;No;No;No;24/08/1967;UC0101981400AWS83967;3258,571429;Mx
156000;0.09;26;17600;1290;64;2;1;1.5;3;hot air;gas;public/commercial;No;No;Yes;17/08/1994;UC0101397846AWS51144;6296,666667;M
410000;0.79;11;86900;2444;75;4;1;3;11;hot air;gas;septic;No;No;No;13/08/2009;UC0101173599AWS77295;8122,181818;M
264500;0.46;34;27400;2376;64;4;2;2.5;9;hot water/steam;gas;public/commercial;No;No;No;19/08/1986;UC0101306573AWS39862;3308,444444;Mx
145500;0.09;20;17600;1480;64;3;;1.5;4;hot air;gas;public/commercial;No;No;No;15/08/2000;UC0101211986AWS58288;4770;Mx
116500;0.08;22;17200;1375;64;2;;1.5;4;hot air;gas;public/commercial;No;No;Yes;16/08/1998;UC0101381660AWS78638;4643,75;Mx
264500;0.44;40;26600;2676;64;4;1;2.5;11;hot water/steam;gas;public/commercial;No;No;No;20/08/1980;UC0101109351AWS79575;2661,454545;S
215000;0.3;32;24500;1778;64;3;1;1.5;6;hot air;gas;public/commercial;No;No;No;18/08/1988;UC0101956415AWS59114;4379,666667;Mx
263000;0.6;28;28800;2570;64;5;1;2.5;12;hot water/steam;gas;public/commercial;No;No;No;17/08/1992;UC0101258664AWS97598;2614,166667;S
243000;0.57;9;34900;1272;64;2;;1.5;6;hot air;gas;public/commercial;No;No;No;13/08/2011;UC0101122767AWS26919;6028,666667;M
203000;0.29;30;23900;1852;64;3;1;1.5;6;hot air;gas;public/commercial;No;No;Yes;18/08/1990;UC0101641361AWS48662;4292;Mx
335000;0.61;10;34700;2298;64;4;1;2.5;9;hot air;gas;septic;No;No;Yes;13/08/2010;UC0101140206AWS90943;4110,888889;Mx
385000;0.5;7;17500;2259;64;4;1;2.5;9;hot air;gas;public/commercial;No;No;Yes;12/08/2013;UC0101265317AWS51523;2195,444444;S
210000;0.59;38;31700;2426;64;4;1;2.5;7;hot water/steam;gas;public/commercial;No;No;No;20/08/1982;UC0101647935AWS94276;4875,142857;Mx
154000;0.14;20;18400;1480;64;3;1;1.5;5;hot water/steam;gas;public/commercial;No;No;No;15/08/2000;UC0101404463AWS42855;3976;Mx
155000;0.17;20;18700;1244;64;2;;2;6;hot air;gas;public/commercial;No;No;Yes;15/08/2000;UC0101484189AWS6253;3324;Mx
165000;0.17;22;18700;1479;64;3;;1.5;4;hot air;gas;public/commercial;No;No;No;16/08/1998;UC010135064AWS28241;5044,75;Mx
300000;0.7;15;40000;2358;64;4;;2.5;7;hot air;gas;public/commercial;No;No;No;14/08/2005;UC0101511379AWS83605;6051,142857;M
240000;0.46;33;32700;1453;64;4;1;2;9;hot air;gas;public/commercial;No;No;Yes;19/08/1987;UC0101637198AWS92045;3794,777778;Mx
182000;0.35;40;27800;2080;64;4;1;1.5;10;hot air;gas;public/commercial;No;No;Yes;20/08/1980;UC0101779134AWS86915;2988;S
194000;6.15;64;73500;1960;64;3;1;1.5;9;hot water/steam;oil;septic;No;No;No;26/08/1956;UC0101603764AWS12004;8384,444444;M
410000;0.44;3;13200;2600;64;4;1;2.5;10;hot air;gas;public/commercial;No;No;Yes;11/08/2017;UC0101253200AWS55078;1580;S
280000;0.85;18;40800;1897;64;4;1;2.5;7;hot air;gas;public/commercial;No;No;Yes;15/08/2002;UC0101444850AWS67158;6099,571429;M
235000;0.47;37;27800;1872;64;4;1;2.5;9;hot water/steam;gas;public/commercial;No;No;No;20/08/1983;UC0101487000AWS70792;3296,888889;Mx
185000;0.06;27;16400;1260;64;2;1;1.5;6;hot air;gas;public/commercial;No;No;Yes;17/08/1993;UC0101224676AWS57921;2943,333333;S
167000;0.21;21;14700;1228;64;3;1;1.5;5;hot air;gas;public/commercial;No;No;Yes;16/08/1999;UC0101121935AWS6756;3185,6;Mx
206500;0.5;35;34500;1956;64;4;;2;7;hot air;gas;public/commercial;No;No;Yes;19/08/1985;UC0101506880AWS49609;5208;Mx
165000;0.05;19;16000;1480;64;3;;2.5;6;hot air;gas;public/commercial;No;No;Yes;15/08/2001;UC0101929060AWS33304;2913,333333;S
230000;0.35;42;27800;1793;64;4;1;1.5;9;hot air;gas;septic;No;No;Yes;21/08/1978;UC0101727643AWS79151;3288,111111;Mx
235000;0.73;34;35700;2078;64;4;1;1.5;6;hot air;gas;public/commercial;No;No;No;19/08/1986;UC0101699513AWS98892;6296,333333;M
200500;0.69;26;27900;1666;64;3;1;1.5;4;hot air;gas;septic;No;No;Yes;17/08/1994;UC0101939081AWS65907;7391,5;M
310000;0.46;21;27400;2378;64;3;1;2.5;9;hot water/steam;gas;public/commercial;No;No;No;16/08/1999;UC0101104297AWS47703;3308,666667;Mx
