Suburbio;Direccion;Piezas;tipo;Precio;Metodo;Vendedor;Fecha;Distancia;Codigo postal;habitaciones;Banos;Carros;AreaCons;AreaNoConstruida;AreaComun;Latitud;Longitud;Region;Propietario
Doncaster;3/8 Persimmon Ct;4;t;1220000;PI;Barry;15/07/2017;83;3108;;;1;202;24;;;;Eastern Metropolitan;9028
Doncaster East;26 Champion St;3;h;1735000;S;Jellis;15/07/2017;73;3109;5;2;2;159;34;Monash;-3792304;14510984;Eastern Metropolitan;10999
Donvale;6/22 Powers St;3;t;920000;S;Barry;15/07/2017;79;3111;3;1;1;90;10;Monash;-3791583;14513363;Eastern Metropolitan;4790
Donvale;14 Sturdee Rd;3;h;904000;S;Fletchers;15/07/2017;80;3111;2;2;1;189;69;Kingston;-3793632;14512738;Eastern Metropolitan;4790
Doveton;5 Crimson Dr;3;h;500000;S;Hall;15/07/2017;88;3177;4;2;1;113;17;Kingston;-3793197;14512219;South-Eastern Metropolitan;3533
Eaglemont;104 Studley Rd;3;h;1440000;S;Miles;15/07/2017;62;3084;;;2;193;22;;;;Eastern Metropolitan;1651
Elsternwick;307/242 Glen Huntly Rd;3;u;900000;VB;Buxton;15/07/2017;83;3185;3;1;1;179;82;Moreland;-3775296;14495967;Southern Metropolitan;4898
Eltham;1/44 Arthur St;2;u;540000;VB;Buckingham;15/07/2017;87;3095;1;1;1;131;40;Yarra;-3779597;14499108;Eastern Metropolitan;6990
Eltham;38 Meruka Dr;4;h;1054000;S;Barry;15/07/2017;91;3095;;;1;103;17;;;;Eastern Metropolitan;6990
Endeavour Hills;18 Struan Av;4;h;625000;SP;O'Brien;15/07/2017;81;3802;2;1;1;180;86;Hume;-3757467;14492229;South-Eastern Metropolitan;8443
Epping;1 Centurion Ct;3;h;600000;S;Love;15/07/2017;86;3076;;;1;128;14;;;;Northern Metropolitan;10926
Epping;9 Inverloch St;2;t;401500;S;Love;15/07/2017;87;3076;2;1;1;84;11;Maroondah;-3778849;14529181;Northern Metropolitan;10926
Epping;40 Lyndarum Dr;3;h;630000;S;Ray;15/07/2017;80;3076;;;1;108;12;;;;Northern Metropolitan;10926
Epping;4 Nuthall Wy;4;h;1012000;S;Iconek;15/07/2017;83;3076;3;1;1;109;15;Hume;-3767048;14493992;Northern Metropolitan;10926
Epping;1 Saddlers Ct;4;h;565000;S;Ray;15/07/2017;82;3076;;;1;97;16;;;;Northern Metropolitan;10926
Essendon;10/10 Ardoch St;2;u;502500;SP;McDonald;15/07/2017;93;3040;4;1;1;87;15;Greater Dandenong;-3797369;14519714;Western Metropolitan;9264
Essendon;103 Woodland St;3;h;1550000;S;Nelson;15/07/2017;80;3040;4;2;1;222;114;Greater Dandenong;-3795218;14521702;Western Metropolitan;9264
Essendon;3/15 Woodvale Cl;2;u;420000;S;Nelson;15/07/2017;92;3040;3;1;1;54;5;Greater Dandenong;-3794156;14521042;Western Metropolitan;9264
Essendon North;2/9 McCulloch St;2;u;785000;S;Nelson;15/07/2017;86;3041;;;1;78;16;;;;Western Metropolitan;1308
Essendon West;384 Buckley St;3;h;1410000;PI;Jellis;15/07/2017;80;3040;3;1;2;154;21;Greater Dandenong;-3795661;1452191;Western Metropolitan;588
Fawkner;9 James St;3;h;750000;S;YPA;15/07/2017;93;3060;3;2;1;223;108;Greater Dandenong;-3794198;14521589;Northern Metropolitan;5070
Ferntree Gully;5 Bruce Cr;4;h;748888;S;Ray;15/07/2017;81;3156;;;1;113;16;;;;Eastern Metropolitan;10788
Ferntree Gully;42 Bryden Dr;4;h;850000;S;Noel;15/07/2017;90;3156;3;1;1;115;25;Brimbank;-3776496;14477289;Eastern Metropolitan;10788
Fitzroy;205/96 Charles St;1;u;490000;S;hockingstuart;15/07/2017;90;3065;4;2;1;96;17;Brimbank;-3779215;14476285;Northern Metropolitan;5825
Fitzroy North;4/199 Barkly St;1;u;381000;SP;Nelson;15/07/2017;90;3068;3;2;1;192;133;Kingston;-3798146;14511715;Northern Metropolitan;6244
Fitzroy North;86/682 Nicholson St;2;u;650000;VB;Nelson;15/07/2017;88;3068;;;1;104;17;;;;Northern Metropolitan;6244
Fitzroy North;37 Woodside St;3;h;1502000;S;Nelson;15/07/2017;83;3068;4;2;1;240;128;Kingston;-3797936;14513302;Northern Metropolitan;6244
Footscray;60 Cross St;3;h;878000;SP;Jas;15/07/2017;86;3011;;;1;87;16;;;;Western Metropolitan;7570
Footscray;19/44 Everard St;3;u;440000;S;Jas;15/07/2017;88;3011;4;2;1;75;16;Manningham;-3779589;1451567;Western Metropolitan;7570
Footscray;5/248 Gordon St;2;u;395000;S;Sweeney;15/07/2017;90;3011;3;1;1;86;9;Manningham;-3778707;14515161;Western Metropolitan;7570
Footscray;27 Leander St;2;h;991000;S;Village;15/07/2017;80;3011;3;2;1;219;123;Manningham;-3777323;14518029;Western Metropolitan;7570
Footscray Lot;2/16 Stafford St;2;u;710000;S;Jas;15/07/2017;81;;3;1;1;112;21;Casey;-3798537;14523505;;
Forest Hill;35 Panorama Dr;4;h;945000;S;Ray;15/07/2017;80;3131;3;1;1;412;348;Banyule;-3776093;145056;Eastern Metropolitan;4385
Forest Hill;52 Parkmore Rd;2;h;1020000;S;Ray;15/07/2017;76;3131;3;2;1;185;20;Glen Eira;-3788472;14500025;Eastern Metropolitan;4385
Forest Hill;2 Thornhill Dr;6;h;1234000;S;Ray;15/07/2017;76;3131;2;1;1;211;92;Nillumbik;-3771513;14515324;Eastern Metropolitan;4385
Frankston;3/19 Cricklewood Av;2;u;300000;S;Aquire;15/07/2017;92;3199;4;3;1;464;460;Nillumbik;-3771296;14513773;South-Eastern Metropolitan;17055
Frankston;12 Tantani St;3;h;506000;S;Aquire;15/07/2017;95;3199;3;1;1;364;338;Whittlesea;-3764273;14503751;South-Eastern Metropolitan;17055
Frankston;50 Towerhill Rd;4;h;755000;S;Ray;15/07/2017;85;3199;2;2;1;181;114;Whittlesea;-376311;1450232;South-Eastern Metropolitan;17055
Gisborne;21 Braeside Rd;4;h;807000;S;Raine;15/07/2017;76;3437;;;1;82;11;;;;Northern Victoria;3376
Gisborne;1/12 Rodney St;3;h;426000;S;Raine;15/07/2017;90;3437;3;2;1;277;253;Whittlesea;-3762864;14502265;Northern Victoria;3376
Glen Iris;3/14 Charles St;2;u;540000;S;Woodards;15/07/2017;89;3146;4;2;1;366;314;Whittlesea;-3764386;14504817;Southern Metropolitan;10412
Glen Waverley;2/25 Fernhill St;2;u;960000;S;Ray;15/07/2017;88;3150;3;1;1;506;461;Moonee Valley;-3774253;14491753;Eastern Metropolitan;15321
Glen Waverley;707 Waverley Rd;5;h;1116500;S;Harcourts;15/07/2017;83;3150;2;1;2;103;12;Moonee Valley;-3774444;14492084;Eastern Metropolitan;15321
Glenroy;2/7 Langton St;3;t;700000;S;Brad;15/07/2017;78;3046;3;2;1;400;364;Moonee Valley;-3775374;14488932;Northern Metropolitan;8870
Greensborough;1/39 Alexandra St;2;u;610000;S;Darren;15/07/2017;85;3088;3;1;1;434;431;Moreland;-3771097;14497324;Northern Metropolitan;8524
Greensborough;48 Duncan Av;3;h;690000;S;Darren;15/07/2017;91;3088;;;1;119;21;;;;Northern Metropolitan;8524
Greensborough;1/111 Nepean St;2;u;585000;S;Darren;15/07/2017;86;3088;4;2;1;474;454;Knox;-3789863;14526708;Northern Metropolitan;8524
Greensborough;4 Nokuna Ct;3;h;800000;S;Buckingham;15/07/2017;80;3088;;;2;148;30;;;;Northern Metropolitan;8524
Greensborough;13 Stowe Av;4;h;800000;S;Darren;15/07/2017;75;3088;1;1;1;132;17;Yarra;-3780348;14498257;Northern Metropolitan;8524
Greensborough;54 Warralong Av;3;h;896000;S;Fletchers;15/07/2017;83;3088;2;1;1;131;21;Yarra;-3778334;14497782;Northern Metropolitan;8524
Greensborough;18 Warruga Pl;3;h;1010000;S;Buckingham;15/07/2017;77;3088;3;1;1;204;123;Yarra;-377844;14499005;Northern Metropolitan;8524
Hampton;1/35 Holyrood St;3;t;1660000;S;Buxton;15/07/2017;57;3188;3;2;1;284;128;Maribyrnong;-3780069;14488199;Southern Metropolitan;5454
Hampton;13 Kyarra St;2;h;1960000;S;Charlton;15/07/2017;61;3188;3;1;2;163;30;Maribyrnong;-3779633;14488526;Southern Metropolitan;5454
Hampton East;3/21 Highbury Av;3;t;1250000;VB;Buxton;15/07/2017;89;3188;2;1;2;201;42;Maribyrnong;-3779711;14488825;Southern Metropolitan;2356
Hawthorn;1/164 Barkers Rd;3;t;1200000;VB;Noel;15/07/2017;85;3122;2;1;2;293;197;Maribyrnong;-3779529;14488453;Southern Metropolitan;11308
Hawthorn;1/23 Glen St;2;u;670000;S;Woodards;15/07/2017;82;3122;3;2;1;1099;59;Maribyrnong;-378021;1449075;Southern Metropolitan;11308
Hawthorn;504/2 Golding St;2;u;600000;SP;Fletchers;15/07/2017;85;3122;;;1;82;15;;;;Southern Metropolitan;11308
Hawthorn;1/23 Hawthorn Gr;1;u;415000;S;Nelson;15/07/2017;93;3122;4;2;1;221;192;Whitehorse;-3785156;14516923;Southern Metropolitan;11308
Hawthorn;15/1 Muir St;3;u;1150000;S;Marshall;15/07/2017;68;3122;2;1;1;455;370;Whitehorse;-3784207;14517795;Southern Metropolitan;11308
Hawthorn;24/1 Muir St;3;h;1100000;S;Marshall;15/07/2017;81;3122;6;3;2;474;339;Whitehorse;-3783508;14516936;Southern Metropolitan;11308
Hawthorn East;12/102 Camberwell Rd;3;u;740000;PI;Noel;15/07/2017;82;3123;3;2;1;538;444;Frankston;-3815473;14515571;Southern Metropolitan;6482
Heathmont;1/34 Campbell St;2;u;525000;S;Fletchers;15/07/2017;92;3135;4;1;1;395;397;Frankston;-3816146;14512997;Eastern Metropolitan;3794
Heidelberg Heights;2/3 Mary Av;2;t;650000;S;Barry;15/07/2017;80;3081;3;1;1;315;267;Macedon Ranges;-3749175;14459565;Eastern Metropolitan;2947
Heidelberg West;54 Alamein Rd;2;h;580000;S;Harcourts;15/07/2017;92;3081;5;2;1;589;573;Boroondara;-3785523;145086;Eastern Metropolitan;2674
Heidelberg West;2 Maple Ct;2;h;820000;VB;Barry;15/07/2017;91;3081;2;1;1;131;25;Boroondara;-3785145;14509107;Eastern Metropolitan;2674
Hillside;22 Santolin Dr;4;h;600000;PI;Barry;15/07/2017;94;3037;;;1;112;11;;;;Western Metropolitan;5556
Hoppers Crossing;30 Don Av;3;h;536500;S;Reliance;15/07/2017;93;3029;5;2;1;444;412;Monash;-3788902;14516678;Western Metropolitan;13830
Hoppers Crossing;53 Mossfiel Dr;3;h;541000;S;Ray;15/07/2017;85;3029;4;1;1;439;391;Moreland;-3770682;1449343;Western Metropolitan;13830
Hoppers Crossing;62 Powell Dr;3;h;557000;SP;Greg;15/07/2017;84;3029;;;1;73;14;;;;Western Metropolitan;13830
Ivanhoe East;82 McArthur Rd;2;h;1601000;S;Haughton;15/07/2017;57;3079;;;1;136;17;;;;Eastern Metropolitan;1554
Jacana;13 Robinson St;3;h;559000;S;YPA;15/07/2017;87;3047;2;1;1;243;154;Banyule;-3771254;14509705;Northern Metropolitan;851
Keilor;15 Feathertop Dr;3;h;930000;S;Nelson;15/07/2017;73;3036;;;1;152;30;;;;Western Metropolitan;2339
Keilor Downs;11 Cromer Pl;4;h;705000;PI;Brad;15/07/2017;78;3038;;;1;91;11;;;;Western Metropolitan;3656
Keilor Downs;4 Nandeen Ct;4;h;590000;VB;Brad;15/07/2017;89;3038;;;1;85;18;;;;Western Metropolitan;3656
Keilor East;54 David Av;3;h;920000;SP;Nelson;15/07/2017;92;3033;3;2;1;428;353;Banyule;-3771325;14509532;Western Metropolitan;5629
Keilor East;44 Granite Wy;4;h;1100000;VB;Nelson;15/07/2017;90;3033;3;2;1;410;288;Bayside;-3793297;14499771;Western Metropolitan;5629
Keilor East;14 Noga Av;3;h;840000;VB;Whiting;15/07/2017;79;3033;2;1;1;505;411;Bayside;-3794423;14500844;Western Metropolitan;5629
Keilor East;43 The Crossway;3;h;860000;S;Nelson;15/07/2017;89;3033;;;1;147;30;;;;Western Metropolitan;5629
Kensington;2 Collett St;3;h;840000;S;Bullen;15/07/2017;91;3031;3;2;1;652;632;Boroondara;-3781432;14503221;Northern Metropolitan;5263
Kensington;11/12 Mawbey St;2;u;535000;PI;Edward;15/07/2017;87;3031;2;1;1;97;20;Boroondara;-3783108;1450353;Northern Metropolitan;5263
Kew;2/8 Pleasant Av;3;h;1080000;S;Marshall;15/07/2017;79;3101;2;1;1;118;13;Boroondara;-3782214;14503288;Southern Metropolitan;10331
Keysborough;3 Oakwood Dr;4;h;575000;S;hockingstuart;15/07/2017;85;3173;3;2;1;844;100;Boroondara;-3781442;14501531;South-Eastern Metropolitan;8459
Kingsbury;43 Green Av;3;h;740000;S;Ray;15/07/2017;92;3083;3;2;1;170;80;Boroondara;-3781442;14501531;Northern Metropolitan;1414
Knoxfield;22 Watersedge Cl;4;h;1040000;S;Ray;15/07/2017;88;3180;;;1;168;19;;;;Eastern Metropolitan;2949
Lalor;92 Sarissa St;4;h;795000;S;Harcourts;15/07/2017;89;3075;4;2;1;198;123;Boroondara;-3784597;14504447;Northern Metropolitan;8279
Lalor;6 Willard Ct;4;h;660000;S;Harcourts;15/07/2017;83;3075;2;1;1;74;12;Maroondah;-3782118;14524138;Northern Metropolitan;8279
MacLeod;19 Hinkler Av;4;h;825000;PI;Purplebricks;15/07/2017;88;;;;1;100;21;;;;;
MacLeod;32b Jacka St;2;u;770000;S;Nelson;15/07/2017;83;;2;1;2;367;311;Banyule;-3773759;14504236;;
Maidstone;15 Havelock St;2;h;1170000;S;Biggin;15/07/2017;71;3012;2;1;2;480;446;Banyule;-3774371;14504161;Western Metropolitan;3873
Maidstone;20 Jackson St;3;h;930000;S;Jas;15/07/2017;74;3012;4;2;1;522;427;Melton;-3769787;14475082;Western Metropolitan;3873
Maidstone;76A Norfolk St;2;t;650000;S;Jas;15/07/2017;79;3012;;;1;109;20;;;;Western Metropolitan;3873
Maidstone;72B Richelieu St;3;t;702000;S;Jas;15/07/2017;93;3012;;;1;112;18;;;;Western Metropolitan;3873
Malvern;3/26 McArthur St;2;u;575000;PI;Purplebricks;15/07/2017;86;3144;3;1;1;369;325;Wyndham;-3788505;14469423;Southern Metropolitan;4675
Maribyrnong;1/59 Middle Rd;2;t;675000;S;Biggin;15/07/2017;86;3032;4;3;1;495;476;Banyule;-3776176;14504724;Western Metropolitan;4918
Maribyrnong;403/77 Village Wy;2;u;440000;VB;Woodards;15/07/2017;86;3032;2;1;1;437;398;Banyule;-3777345;14506098;Western Metropolitan;4918
Meadow Heights;13 Allendale Ct;3;h;520000;S;RW;15/07/2017;85;3048;3;1;1;393;370;Hume;-3768599;14491195;Northern Metropolitan;4704
Meadow Heights;103 Cassinia Cr;3;h;430000;S;Barry;15/07/2017;95;3048;5;2;1;471;427;Brimbank;-3771208;14481425;Northern Metropolitan;4704
Meadow Heights;7 Dalton Ct;4;h;570000;S;Raine;15/07/2017;84;3048;3;2;1;521;517;Brimbank;-3772286;14483252;Northern Metropolitan;4704
Meadow Heights;11 Hermitage Ct;3;h;520000;S;Stockdale;15/07/2017;92;3048;4;2;1;486;485;Brimbank;-3771757;14481328;Northern Metropolitan;4704
Meadow Heights;16 Papworth Pl;4;h;515000;PI;RW;15/07/2017;92;3048;4;2;1;447;429;Brimbank;-3772483;1448143;Northern Metropolitan;4704
Melbourne;608/422 Collins St;1;u;415000;S;Dingle;15/07/2017;86;3000;;;1;83;16;;;;Northern Metropolitan;17496
Melbourne;806/22 Coromandel Pl;2;u;387000;S;Galldon;15/07/2017;94;3000;;;1;66;8;;;;Northern Metropolitan;17496
Melton South;13 Bridge Rd;3;h;341000;S;YPA;15/07/2017;95;3338;;;1;73;13;;;;Western Victoria;4718
Melton South;15 Kurrajong Cr;3;h;336000;S;hockingstuart;15/07/2017;90;3338;3;1;1;349;331;Moonee Valley;-377465;1448613;Western Victoria;4718
Melton South;23 Neerim St;4;h;426000;S;Raine;15/07/2017;94;3338;3;1;1;140;81;Melbourne;-3778895;14493351;Western Victoria;4718
Mernda;16 Melliodora Dr;4;h;780000;SP;hockingstuart;15/07/2017;84;3754;;;2;77;10;;;;Northern Metropolitan;5812
Mickleham;17 Primavera Dr;4;h;610000;S;Ray;15/07/2017;94;3064;4;3;1;329;262;Boroondara;-3780818;1450317;Northern Metropolitan;1158
Mill Park;46 Buckmaster Dr;3;h;775500;S;Harcourts;15/07/2017;76;3082;4;1;1;297;233;Greater Dandenong;-3799318;14515939;Northern Metropolitan;10529
Mill Park;14 Malua Cr;3;h;726000;S;Love;15/07/2017;78;3082;;;1;80;11;;;;Northern Metropolitan;10529
Mill Park;6 Whernside Ct;4;h;710000;S;Ray;15/07/2017;83;3082;;;1;101;16;;;;Northern Metropolitan;10529
Mitcham;21B Vernal Av;3;h;1045000;S;Noel;15/07/2017;78;3132;4;2;1;449;406;Knox;-3788214;14525058;Eastern Metropolitan;6871
Montmorency;2/22 Looker Rd;3;t;820000;S;Buckingham;15/07/2017;85;3094;4;2;1;368;302;Whittlesea;-3766641;14498781;Eastern Metropolitan;3891
Montmorency;6 Wooded Wy;3;h;1301000;SP;Buckingham;15/07/2017;63;3094;3;2;2;619;535;Banyule;-3772638;1451226;Eastern Metropolitan;3891
Moonee Ponds;53 Derby St;2;h;951000;S;Nelson;15/07/2017;71;3039;;;1;165;29;;;;Western Metropolitan;6232
Moonee Ponds;115 Eglinton St;4;h;1425000;S;Jellis;15/07/2017;89;3039;;;1;232;34;;;;Western Metropolitan;6232
Moorabbin;10 Barilla Rd;3;t;935000;SP;Buxton;15/07/2017;71;3189;2;1;2;508;452;Maribyrnong;-3778493;14487968;Southern Metropolitan;2555
Mooroolbark;36 Bellara Dr;3;h;637500;SP;hockingstuart;15/07/2017;86;3138;3;1;1;341;325;Maribyrnong;-3778571;14487346;Eastern Victoria;8280
Mooroolbark;27 Marion Av;3;h;780000;PI;Harcourts;15/07/2017;91;3138;2;2;1;290;198;Maribyrnong;-3778799;14487515;Eastern Victoria;8280
Mount Waverley;5 Charlton St;3;h;1800000;S;Ray;15/07/2017;69;3149;;;2;282;54;;;;Eastern Metropolitan;13366
Mount Waverley;3 Kunzea Ct;3;h;1700000;VB;McGrath;15/07/2017;58;3149;2;1;1;363;169;Maribyrnong;-3776703;14488915;Eastern Metropolitan;13366
Mount Waverley;203 Lawrence Rd;5;h;1930000;S;McGrath;15/07/2017;80;3149;;;2;173;30;;;;Eastern Metropolitan;13366
Mount Waverley;5/280 Lawrence Rd;2;u;730000;S;Ray;15/07/2017;84;3149;3;1;1;452;392;Hume;-3766004;14492338;Eastern Metropolitan;13366
Mount Waverley;46 Sesame St;5;h;2248000;S;Jellis;15/07/2017;55;3149;4;2;3;627;395;Hume;-3764993;14492955;Eastern Metropolitan;13366
Mount Waverley;2 Viewbank Rd;3;h;1260000;PI;Buxton;15/07/2017;80;3149;3;1;2;617;528;Hume;-3765384;14492272;Eastern Metropolitan;13366
Mulgrave;1/11 Glencairn St;3;u;760000;S;Ray;15/07/2017;90;3170;;;1;76;10;;;;South-Eastern Metropolitan;7113
Mulgrave;27 Glencairn St;5;h;960000;S;Ray;15/07/2017;72;3170;2;1;2;94;9;Melbourne;-3781301;14496924;South-Eastern Metropolitan;7113
Murrumbeena;16/5 Murrumbeena Rd;2;u;550000;PI;Fletchers;15/07/2017;82;3163;4;2;1;391;374;Melton;-3769548;14456775;Southern Metropolitan;4442
Murrumbeena;9/14 Wahroongaa Cr;3;t;956000;S;Woodards;15/07/2017;82;3163;4;2;1;679;644;Whittlesea;-376017;14509051;Southern Metropolitan;4442
Narre Warren;25 Franleigh Dr;3;h;620000;S;O'Brien;15/07/2017;90;3805;4;2;1;343;301;Hume;;;South-Eastern Metropolitan;9376
Narre Warren;2 Ireland Av;3;h;605000;SP;Only;15/07/2017;90;3805;3;1;1;521;513;Whittlesea;-3766919;14506799;South-Eastern Metropolitan;9376
Newport;4/23 Carmen St;3;h;740000;S;Greg;15/07/2017;81;3015;;;1;132;13;;;;Western Metropolitan;5498
Newport;59 Ford St;3;h;990000;S;Jas;15/07/2017;80;3015;4;1;1;514;394;Whittlesea;-3767626;1450659;Western Metropolitan;5498
Niddrie;42 Newman Cr;4;h;950000;SP;Nelson;15/07/2017;79;3042;;;2;97;20;;;;Western Metropolitan;2291
Niddrie;33 Nolan St;3;h;830000;S;Brad;15/07/2017;80;3042;3;2;1;240;176;Banyule;-3772394;14512456;Western Metropolitan;2291
Noble Park;46 Jacana St;4;h;650000;S;C21;15/07/2017;80;3174;;;1;76;15;;;;South-Eastern Metropolitan;11806
Noble Park;14 Mons Pde;3;h;752000;S;HAR;15/07/2017;93;3174;2;1;1;236;114;Moonee Valley;-377638;1449089;South-Eastern Metropolitan;11806
North Melbourne;1/150 Peel St;2;u;541000;S;Nelson;15/07/2017;94;3051;4;2;1;267;235;Moonee Valley;-377685;14491103;Northern Metropolitan;6821
Northcote;179 Arthurton Rd;3;h;1307500;S;Ray;15/07/2017;88;3070;3;1;2;506;385;Yarra Ranges;-3777293;14530819;Northern Metropolitan;11364
Northcote;15 Bird Av;3;h;1100000;PI;Collins;15/07/2017;74;3070;;;1;181;26;;;;Northern Metropolitan;11364
Northcote;182 Separation St;3;h;1050000;VB;Nelson;15/07/2017;69;3070;3;2;2;544;442;Monash;-3787414;14513377;Northern Metropolitan;11364
Northcote;8 Swift St;3;h;1800000;VB;McGrath;15/07/2017;79;3070;3;2;2;589;485;Monash;-3788256;14512518;Northern Metropolitan;11364
Northcote;73 Westbourne Gr;3;h;1550000;VB;Nelson;15/07/2017;80;3070;3;1;2;587;476;Monash;-3786015;14511626;Northern Metropolitan;11364
Notting Hill;3 Risdon Dr;4;h;1211000;S;One;15/07/2017;82;3168;3;1;2;572;528;Monash;-3787662;14513153;Southern Metropolitan;902
Oak Park;21 Marie St;3;h;970000;S;Nelson;15/07/2017;82;3046;;;2;95;11;;;;Northern Metropolitan;2651
Oak Park;4 School Ct;4;h;1453000;S;Eview;15/07/2017;75;3046;;;1;218;45;;;;Northern Metropolitan;2651
Oak Park;4/154 Waterloo Rd;3;t;650000;VB;Brad;15/07/2017;80;3046;5;5;1;465;420;Monash;-3786582;14514824;Northern Metropolitan;2651
Oakleigh;42 Bishop St;4;h;1610000;S;Buxton;15/07/2017;72;3166;3;1;2;556;496;Monash;-378958;14511969;Southern Metropolitan;3224
Oakleigh East;3 McKenzie Ct;2;h;1150000;S;Ray;15/07/2017;70;3166;;;1;118;23;;;;Southern Metropolitan;2547
Officer;24 Henrietta Av;4;h;559000;SP;Ray;15/07/2017;91;3809;5;2;1;472;419;Monash;-379298;14516524;Eastern Victoria;2768
Pakenham;3 Cottage Lk;3;h;470000;S;Ray;15/07/2017;85;3810;2;2;1;585;589;Glen Eira;-3788519;14506715;Eastern Victoria;17384
Pakenham;4 Toorang Ct;4;h;435000;S;C21;15/07/2017;87;3810;2;1;1;98;11;Glen Eira;;;Eastern Victoria;17384
Parkdale;1/6 Birdwood St;3;t;1190000;PI;Hodges;15/07/2017;74;3195;;;1;152;19;;;;South-Eastern Metropolitan;5087
Parkdale;268 Nepean Hwy;3;h;935000;SP;Greg;15/07/2017;91;3195;3;2;1;502;406;Casey;-3800908;14530264;South-Eastern Metropolitan;5087
Parkdale;4/25 White St;1;t;503750;SP;Barry;15/07/2017;84;3195;;;1;79;11;;;;South-Eastern Metropolitan;5087
Pascoe Vale;30 Irvine St;2;h;962000;S;D'Aprano;15/07/2017;83;3044;3;1;2;207;128;Hobsons Bay;-3784234;14486622;Northern Metropolitan;7485
Pascoe Vale;149 Landells Rd;3;h;777000;S;Raine;15/07/2017;85;3044;3;2;2;274;216;Hobsons Bay;-3784417;14487544;Northern Metropolitan;7485
Pascoe Vale;8 Sunbeam St;3;t;629000;S;Ray;15/07/2017;83;3044;;;1;93;13;;-3774135;14488797;Northern Metropolitan;7485
Pascoe Vale;17 Wicklow St;3;h;881000;S;Brad;15/07/2017;81;3044;3;1;1;421;365;Greater Dandenong;-3797888;14518861;Northern Metropolitan;7485
Point Cook;84 Beachview Pde;4;h;690000;VB;hockingstuart;15/07/2017;79;3030;4;1;1;446;387;Greater Dandenong;-3797918;14518825;Western Metropolitan;15542
Point Cook;49 Lindsay Gdns;4;h;596000;S;hockingstuart;15/07/2017;88;3030;3;2;1;460;409;Greater Dandenong;-3796814;14517888;Western Metropolitan;15542
Point Cook;15 Metcalf Wy;4;h;698000;S;hockingstuart;15/07/2017;85;3030;2;1;1;102;10;Melbourne;-378044;14495657;Western Metropolitan;15542
Prahran;6/299 Dandenong Rd;2;u;500000;SP;hockingstuart;15/07/2017;84;3181;3;1;1;369;336;Darebin;-3777062;14500891;Southern Metropolitan;7717
Preston;17 Donald St;2;t;600000;S;Barry;15/07/2017;91;3072;3;2;1;277;244;Darebin;-3777348;14499206;Northern Metropolitan;14577
Preston;7 Kenneth St;4;h;1060500;S;RW;15/07/2017;79;3072;4;3;2;478;468;Monash;-3790779;14515042;Northern Metropolitan;14577
Preston;3/56 Newcastle St;2;t;760000;SP;McGrath;15/07/2017;81;3072;3;1;1;285;213;Whitehorse;-3780635;1451841;Northern Metropolitan;14577
Preston;33b Okeefe St;4;h;940000;VB;Nelson;15/07/2017;84;3072;3;2;1;440;431;Moreland;-3771755;14491663;Northern Metropolitan;14577
Preston;1/33 Spring St;2;t;650000;SP;RW;15/07/2017;82;3072;4;2;1;361;329;Moreland;-3771467;14492528;Northern Metropolitan;14577
Preston;21 Wurruk Av;4;h;990000;VB;Nelson;15/07/2017;80;3072;;;1;168;24;;;;Northern Metropolitan;14577
Reservoir;4/23 Compton St;2;u;652000;S;Love;15/07/2017;84;3073;4;2;1;429;379;Monash;-3790821;14509314;Northern Metropolitan;21650
Reservoir;66 Crookston Rd;3;h;953000;S;Ray;15/07/2017;92;3073;3;2;1;250;146;Monash;-3789878;14510098;Northern Metropolitan;21650
Reservoir;6/767 High St;2;u;468000;S;Nelson;15/07/2017;93;3073;2;1;1;385;397;Monash;-3790168;14511081;Northern Metropolitan;21650
Reservoir;2/27 Horton St;2;t;710000;S;Raine;15/07/2017;90;3073;;;2;104;15;;;;Northern Metropolitan;21650
Reservoir;11B Mahoneys Rd;3;h;550000;VB;Ray;15/07/2017;90;3073;6;3;1;401;410;Glen Eira;-3790394;1450295;Northern Metropolitan;21650
Reservoir;107 McFadzean Av;3;h;725000;S;Nelson;15/07/2017;77;3073;;;1;93;14;;;;Northern Metropolitan;21650
Reservoir;106 Miranda Rd;3;h;880000;S;Harrington;15/07/2017;81;3073;4;2;1;431;332;Cardinia;-3808699;14548273;Northern Metropolitan;21650
Reservoir;1/118 Rathcown Rd;2;u;502000;SP;Barry;15/07/2017;93;3073;3;2;1;88;13;Kingston;-3799577;14507215;Northern Metropolitan;21650
Reservoir;57 Southernhay St;3;h;1175000;S;Barry;15/07/2017;79;3073;;;2;196;20;;-37985;14507637;Northern Metropolitan;21650
Richmond;107/61 Stawell St;1;u;432000;SP;Biggin;15/07/2017;94;3121;;;1;99;17;;;;Northern Metropolitan;14949
Richmond;201/65 Stawell St;2;u;800000;VB;hockingstuart;15/07/2017;90;3121;;;2;110;24;;;;Northern Metropolitan;14949
Ringwood East;2/9 Green St;3;h;710000;S;Noel;15/07/2017;88;3135;3;1;1;326;311;Moreland;-3771893;14494246;Eastern Metropolitan;4407
Rosanna;7 Hylton Cr;2;h;1310000;S;Fletchers;15/07/2017;80;3084;4;2;2;380;284;Wyndham;-3789279;14473158;Eastern Metropolitan;3540
Rosanna;16 Jones Cr;2;h;855000;S;Miles;15/07/2017;90;3084;;;2;110;11;;;;Eastern Metropolitan;3540
