"SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30-59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60-89DaysPastDueNotWorse","NumberOfDependents","RevolvingUtilizationOfUnsecuredLines-Adjusted"
"0",0.951512122,28,0,0.400956938,1044,5,0,0,0,0,0
"0",0.020011807,46,0,0.013066667,3749,9,0,0,0,0,0
"0",0.009030221,52,0,2498,5400,5,0,2,0,0,0
"0",0.561461794,26,0,5,5400,1,0,0,0,0,0
"0",0.152210773,48,0,0.407320349,2977,9,0,0,0,0,0
"0",0.024200783,68,0,1048,5400,6,0,1,0,0,0
"0",0.153709894,69,0,0.237871674,5750,10,0,1,0,0,0
"0",0.859626183,45,0,0.214528944,6166,10,0,0,0,1,0
"0",0.9999999,51,0,199,5400,3,0,0,0,0,0
"0",0.255144223,58,0,0.207094418,3833,6,0,0,0,1,0
"0",0.021362665,43,0,2898,5400,6,0,2,0,0,0
"0",0,74,0,0,5400,5,0,0,0,0,0
"0",0.887817849,70,0,2527,5400,5,0,1,0,0,0
"0",0,62,0,0,5644,1,0,0,0,0,0
"0",0.086962703,28,0,0.023227196,6500,4,0,0,0,0,0
"0",0.578115996,34,0,0.445163187,3400,4,0,1,0,0,0
"0",0.013397321,36,0,0.000908678,2200,1,0,0,0,0,0
"0",0,76,0,0.099640934,2227,3,0,0,0,0,0
"0",0.9999999,22,0,0,929,1,0,0,0,0,0
"0",0.082171127,75,0,0.569881275,4800,8,0,1,0,0,0
"0",0.376540022,26,0,0.095865516,2200,9,0,0,0,1,0
"0",0.019029919,82,0,27,5400,4,0,0,0,0,0
"0",0.9999999,64,0,0.221126761,1419,3,0,0,0,0,0
"0",0.635243574,61,0,0.280387309,4853,3,0,1,0,1,0
"0",0.9999999,71,0,0,5400,0,0,0,0,0,0
"0",0.9999999,35,0,28,5400,1,0,0,0,0,0
"0",0.415479615,39,0,0.840106596,1500,10,0,1,0,2,0
"0",0.152817047,29,0,0.514357054,800,6,0,0,0,0,0
"0",0.087886442,43,0,0.299005356,6534,5,0,1,0,0,0
"0",0.004209403,64,0,0.863229879,1900,9,0,2,0,0,0
"0",0.101126038,34,0,510,5400,3,0,0,0,0,0
"0",0.865930726,41,0,0.338357428,3250,6,0,0,0,0,0
"0",0,81,0,0,2641,5,0,0,0,0,0
"0",0.111914468,59,0,0.022907122,2400,3,0,0,0,0,0
"0",0.181810967,33,0,0.620965438,3500,5,0,1,0,0,0
"0",0.0299988,47,0,1503,5400,8,0,1,0,2,0
"0",0.029292338,44,0,0.552127963,3500,10,0,1,0,2,0
"0",0.051000278,40,0,0.621875625,5000,8,0,2,0,0,0
"0",0.435402539,43,0,0.017938353,3957,6,0,0,0,1,0
"0",0.218828123,36,0,0.045825696,6000,3,0,0,0,1,0
"0",0.034464369,40,0,779.5,1,6,0,1,0,2,0
"0",0.038680128,52,0,1235,5400,6,0,1,0,0,0
"1",0.945708852,58,0,0.864494632,2700,7,0,0,0,1,0
"0",0.370486749,55,0,1829,5400,8,0,0,0,0,0
"0",0.094581084,30,0,0.130566495,3300,3,0,0,0,0,0
"0",0.001811561,65,0,1016,5400,8,0,1,0,0,0
"0",0.9999999,42,0,0.4323603,5994,2,0,1,0,1,0
"0",0.170032798,39,0,0.368762619,6933,10,0,1,0,3,0
"0",0.9999999,32,0,0,1,4,0,0,0,0,0
"0",0,40,0,0.178208325,5212,5,0,0,0,0,0
"0",0.810437912,41,0,0.46703678,4322,4,0,1,0,0,0
"0",0.012793567,65,0,507,5400,9,0,0,0,0,0
"0",0.02453391,78,0,0.009634612,5500,4,0,0,0,0,0
"0",0.034596958,61,0,0.733296973,7333,10,0,2,0,0,0
"0",0.9999999,78,0,0,5400,2,0,0,0,0,0
"0",0.085718894,56,0,0.103249375,5200,5,0,1,0,0,0
"0",0.974205159,60,0,0.18450899,3614,3,0,0,0,0,0
"0",0.078216273,49,0,0.166180758,2400,7,0,0,0,2,0
"0",0.646696109,31,0,0.097271818,7000,4,0,0,0,0,0
"0",0.045198493,55,0,0.484928687,6800,10,0,1,0,3,0
"0",0.585263047,60,0,8407,5400,9,0,3,0,0,0
"0",0,85,0,0.047330097,823,4,0,0,0,0,0
"0",0.9999999,28,0,0,5400,1,0,0,0,0,0
"0",0.061065038,45,0,0.185057262,5500,7,0,1,0,4,0
"0",0,84,0,0,5400,3,0,0,0,0,0
"0",0.023628754,68,0,0.006997667,3000,6,0,0,0,0,0
"0",0.445009998,28,0,0.197820978,4680,5,0,0,0,1,0
"0",0.232688366,41,0,2186,0,5,0,1,0,0,0
"0",0.095416277,46,0,0.229738354,4700,5,0,1,0,0,0
"0",0.026049326,45,0,0.406552838,2166,7,0,0,0,0,0
"0",0.379485529,68,0,1832,5400,10,0,1,0,0,0
"0",0.138132882,63,0,1435,5400,9,0,1,0,0,0
"0",0.9999999,44,0,0.382174522,2142,6,0,1,0,1,0
"0",0.28080934,70,0,0.237330815,3176,9,0,0,0,1,0
"0",0.04273465,51,0,0.38661297,7200,10,0,2,0,2,0
"0",0.144524581,65,0,1618,5400,6,0,1,0,0,0
"0",0.781814546,43,0,0.45906125,4750,5,0,1,0,2,0
"0",0.697717047,43,0,0.476297968,3100,5,0,1,0,0,0
"0",0.008542409,74,0,11,5400,8,0,0,0,0,0
"0",0.013223249,53,0,2278,5400,6,0,1,0,0,0
"0",0.9999999,41,0,0.844041589,3750,2,0,2,0,2,0
"0",0.9999999,25,0,148,5400,1,0,0,0,0,0
"0",0.367952414,52,0,2684,5400,9,0,2,0,1,0
"0",0.006418306,33,0,0.663469355,6150,5,0,1,0,1,0
"0",0.046945864,69,0,0.031484258,2000,2,0,0,0,0,0
"0",0.005057898,63,0,0.166613773,3150,7,0,0,0,0,0
"0",0.9999999,25,0,0.091325151,4806,2,0,0,0,0,0
"0",0.459912146,38,0,0.114278243,3823,4,0,0,0,1,0
"0",0.171257158,59,0,2341,5400,5,0,1,0,0,0
"0",0.970003,55,0,0.134582298,5230,3,0,0,0,2,0
"0",0.306889701,50,0,0.109978004,5000,5,0,0,0,0,0
"0",0.239968004,90,0,54,5400,2,0,0,0,0,0
"0",0.478806237,63,0,0.451506928,7000,5,0,2,0,0,0
"0",0.172427586,80,0,1370,5400,8,0,1,0,0,0
"0",0,73,0,0.237229102,2583,9,0,1,0,0,0
"0",0.009068136,81,0,0.00937012,1920,10,0,0,0,0,0
"0",0.047937941,69,0,46,5400,3,0,0,0,1,0
"0",0.075828174,36,0,1565,5400,5,0,1,0,0,0
"0",0.103866198,46,0,1586,5400,5,0,1,0,0,0
"0",0.255957801,64,0,979,5400,10,0,0,0,0,0
"0",0.066077827,64,0,209,5400,3,0,0,0,0,0
"0",0.015291454,76,0,0.099024156,6250,4,0,1,0,1,0
"0",0.015947057,44,0,0.065555556,4499,9,0,1,0,0,0
"0",0.9999999,67,0,0,5400,0,0,0,0,1,0
"0",0.042226159,62,0,0.570714643,2000,8,0,1,0,0,0
"0",0.176528762,39,0,1.263357463,2900,6,0,2,0,0,0
"0",0.083598714,79,0,0.215683474,7000,4,0,1,0,0,0
"1",0.691918598,60,0,0.427929951,2226,8,0,0,0,0,0
"0",0.661679913,48,0,0.767852878,4186,8,0,2,0,3,0
"0",0.019181871,81,0,0.09820641,3400,10,0,0,0,1,0
"0",0.290379392,58,0,2253,5400,6,0,1,0,1,0
"0",0.520929591,50,0,0.223510596,2500,6,0,0,0,1,0
"0",0.055064008,70,0,0.15315659,5242,9,0,0,0,1,0
"0",0.022890378,32,0,2975,5400,9,0,1,0,0,0
"0",0.040847779,48,0,1831,5400,8,0,1,0,0,0
"0",0.011090506,86,0,9,5400,3,0,0,0,0,0
"0",0.115776063,49,0,1342,5400,6,0,1,0,0,0
"0",0.29119272,53,0,0.391178024,3785,10,0,1,0,2,0
"0",0.008336709,47,0,0.204799338,4833,6,0,1,0,1,0
"0",0.005335757,40,0,0.338187351,4600,7,0,2,0,0,0
"0",0,51,0,0.407527198,3400,5,0,1,0,2,0
"0",0.164604502,45,0,0.408550305,3110,9,0,1,0,3,0
"0",0.153449387,35,0,0.351520572,3353,7,0,0,0,2,0
"0",0.009679613,48,0,1958,5400,4,0,1,0,0,0
"0",0.022789059,77,0,0.078998073,3632,10,0,0,0,1,0
"0",0.004930864,29,0,2900,5400,8,0,2,0,0,0
"0",0.328745368,48,0,0.138394252,3200,4,0,0,0,2,0
"0",0.061644225,57,0,2930,5400,6,0,1,0,0,0
"0",0.048518668,53,0,0.018415179,3583,5,0,0,0,2,0
"0",0,37,0,0.964454318,3600,4,0,2,0,0,0
"0",0.661527343,59,0,0.096805657,4100,4,0,0,0,0,0
"0",0.023999314,60,0,0.342990654,6419,7,0,1,0,1,0
"0",0.229581308,45,0,0.535189179,5100,9,0,2,0,4,0
"0",0.000719981,61,0,300,5400,5,0,0,0,1,0
"0",0.121698733,34,0,72,5400,6,0,0,0,0,0
"0",0.053521399,47,0,0.380834977,6083,6,0,1,0,0,0
"0",0.284744956,52,0,0.115443425,2615,4,0,0,0,3,0
"0",0.260423551,29,0,0.105032823,5483,8,0,0,0,0,0
"0",0.180592781,29,0,1722,5400,8,0,0,0,1,0
"0",0.387495297,57,0,0.761732852,3600,9,0,1,0,2,0
"0",0.000571102,83,0,0.895943563,1700,6,0,1,0,0,0
"0",0.04379781,61,0,26,5400,2,0,0,0,0,0
"0",0,56,0,52,5400,1,0,0,0,0,0
"0",0.035298618,61,0,0.071976008,6001,8,0,2,0,1,0
"0",0.041447928,65,0,1377,5400,2,0,1,0,0,0
"0",0.515082495,29,0,0.248725517,3726,6,0,0,0,0,0
"0",0.204828091,69,0,0.403630211,6500,4,0,1,0,0,0
"0",0.694292051,47,0,0.074156367,7200,5,0,0,0,2,0
"0",0.052304103,89,0,68,5400,7,0,0,0,0,0
"0",0.269586521,42,0,1.980984885,2050,8,0,5,0,0,0
"0",0.01292102,75,0,0.174975004,7000,10,0,1,0,1,0
"0",0.016695973,73,0,0.018920813,1426,4,0,0,0,0,0
"0",0,79,0,0,5400,5,0,0,0,0,0
"0",0.018091194,72,0,1221,5400,4,0,1,0,0,0
"0",0.024619392,38,0,841,5400,6,0,0,0,0,0
"0",0.052615125,41,0,0.366784452,5659,9,0,1,0,0,0
"0",0.128374678,45,0,0.411007403,6213,5,0,1,0,4,0
"0",0.04800239,37,0,0.342597926,6943,10,0,1,0,3,0
"0",0.01859907,57,0,2683,5400,5,0,2,0,0,0
"0",0.9999999,41,0,0,5400,0,0,0,0,1,0
"0",0,82,0,0.435102041,2449,5,0,1,0,0,0
"0",0.551586219,33,0,0.220246238,2923,4,0,0,0,0,0
"0",0.019999651,60,0,0.164418346,6300,7,0,0,0,0,0
"0",0.04775618,48,0,0.011291461,1416,2,0,0,0,2,0
"0",0.373019737,63,0,0.216827124,7166,6,0,1,0,0,0
"0",0.016899155,47,0,0.002806624,3562,2,0,0,0,1,0
"0",0.137698604,77,0,0.208223312,2650,6,0,0,0,0,0
"0",0.082680397,43,0,0.840868637,5617,7,0,1,0,0,0
"0",0.9999999,36,0,0.234896401,4584,5,0,1,0,1,0
"0",0.015699477,47,0,0.2856619,5453,7,0,1,0,0,0
"0",0.988842575,67,0,0.318875025,5048,6,0,0,0,0,0
"0",0.010601996,76,0,23,5400,8,0,0,0,0,0
"0",0.432928354,59,0,0.062394604,4150,2,0,0,0,0,0
"0",0.031665787,51,0,50,5400,5,0,0,0,2,0
"0",0.391223876,35,0,0.613096726,4000,7,0,1,0,0,0
"0",0.016715666,66,0,5,5400,3,0,0,0,0,0
"0",0.823670532,38,0,0.14427157,4241,4,0,0,0,4,0
"0",0.093437521,41,0,0.010892116,3855,3,0,0,0,0,0
"0",0.326471294,39,0,1.278934625,2064,10,0,1,0,4,0
"0",0.16824483,32,0,0.092536099,4916,5,0,0,0,0,0
"0",0.637313635,58,0,0.12343665,5516,2,0,0,0,0,0
"0",0.169468121,36,0,3949,1,4,0,2,0,0,0
"0",0.152953882,52,0,0.547484172,3000,6,0,1,0,2,0
"0",0.149093925,53,0,3724,5400,4,0,1,0,0,0
"0",0.790867346,71,0,0.561262607,5353,6,0,2,0,1,0
"0",0.179184785,31,0,0.164749933,3738,9,0,0,0,0,0
"0",0.006283535,63,0,1994,5400,10,0,1,0,0,0
"0",0.051881082,34,0,0.43091515,3900,7,0,1,0,3,0
"0",0.500357115,32,0,1.580521145,2340,7,0,1,0,1,0
"0",0.082952748,39,0,0.914618909,2400,9,0,2,0,0,0
"0",0.003099845,79,0,0.00029985,3334,1,0,0,0,0,0
"0",0.428739282,44,0,0.636389603,3500,8,0,1,0,1,0
"0",0.806387226,41,0,0.036385446,2500,1,0,0,0,2,0
"0",0.097218622,45,0,0.950146628,3750,5,0,1,0,2,0
"0",0.005794575,44,0,0.000852031,3520,5,0,0,0,3,0
"0",0.021990177,47,0,2373,0,10,0,1,0,0,0
"0",0.080105006,71,0,0.122125411,7000,7,0,1,0,0,0
"0",0.011969198,62,0,1337,0,9,0,1,0,0,0
"0",0.114267082,31,0,3.682634731,333,7,0,1,0,0,0
"0",0.9999999,57,0,0.082717064,3650,2,0,0,0,2,0
"0",0.131747744,85,0,0.093495935,5411,7,0,0,0,0,0
"0",0.013468329,46,0,0.008142117,1350,3,0,0,0,1,0
"0",0,24,0,0.182817183,1000,5,0,0,0,0,0
"0",0.460824227,29,0,304.5,1,10,0,0,0,0,0
"0",0.767519373,38,0,0.130408654,3327,6,0,0,0,1,0
"0",0.499259759,58,0,0.437600552,4350,6,0,2,0,0,0
"0",0.022655638,72,0,41,5400,5,0,0,0,0,0
"0",0.9999999,51,0,0.233369292,2780,2,0,0,0,0,0
"0",0.04128235,56,0,0.214078746,5866,7,0,1,0,3,0
"0",0.056047198,50,0,0.060483217,6166,2,0,0,0,1,0
"0",0.618846038,43,0,0.166474179,6060,2,0,0,0,4,0
"0",0.313889387,59,0,0.316701138,3867,5,0,1,0,0,0
"0",0.023056013,58,0,0.00979804,5000,5,0,0,0,2,0
"0",0.703286448,29,0,0.166228301,1900,2,0,0,0,2,0
"0",0.031416272,60,0,0.315994021,3344,9,0,1,0,0,0
"0",0.058396107,74,0,5216,5400,8,0,1,0,0,0
"0",0.173826174,51,0,5,5400,4,0,0,0,0,0
"0",0.033827266,71,0,0.128490401,4583,5,0,0,0,1,0
"0",0.06354844,65,0,0.214969709,5116,5,0,2,0,1,0
"0",0.860759494,38,0,0.347964377,1571,4,0,0,0,0,0
"0",0.004563352,79,0,0.693112467,1146,6,0,1,0,0,0
"0",0.688549546,66,0,1.425940138,1302,8,0,1,0,0,0
"0",0,21,0,2,1,1,0,0,0,0,0
"0",0.026562973,48,0,0.269858887,6306,5,0,1,0,3,0
"0",0.598768661,34,0,0.661440582,4400,9,0,2,0,2,0
"0",0.192154395,28,0,0.106566689,4400,4,0,0,0,0,0
"0",1.041369472,22,0,21,5400,1,0,0,0,0,0
"0",0.040094514,59,0,113,5400,5,0,0,0,0,0
"0",0.748550097,54,0,0.247115828,4333,9,0,1,0,1,0
"0",0.031790019,45,0,2337,5400,8,0,1,0,0,0
"0",0.016049198,29,0,0.137562604,2994,3,0,0,0,2,0
"0",0.431980801,32,0,0.143509549,7225,8,0,0,0,4,0
"0",0.026946801,45,0,0.298219137,6625,5,0,1,0,2,0
"0",0.246760363,64,0,2133,5400,9,0,4,0,0,0
"0",0.02958591,38,0,0.561322568,2600,10,0,2,0,0,0
"0",0.430928179,35,0,0.244918361,3000,6,0,0,0,3,0
"0",0.024856433,79,0,0.00445587,5834,2,0,0,0,0,0
"1",0.9999999,42,0,0.045105566,2083,3,0,0,0,2,0
"0",0.9999999,25,0,0,500,1,0,0,0,0,0
"0",0.025935879,44,0,0.201107011,5961,6,0,1,0,0,0
"0",0.104007558,80,0,0.205539359,6173,7,0,1,0,1,0
"0",0.02906742,57,0,29,5400,6,0,0,0,0,0
"0",0.9999999,53,0,0.245688578,4000,5,0,0,0,0,0
"0",0.08491186,29,0,0.139704038,3986,10,0,0,0,0,0
"0",0.010032999,70,0,0.274928775,701,6,0,0,0,0,0
"0",0.293677247,34,0,0.080690561,5328,5,0,0,0,2,0
"0",0,44,0,0.205286646,5825,7,0,1,0,2,0
"0",0.027931471,80,0,0.039156627,331,3,0,0,0,0,0
"0",0.005669068,86,0,0.00119952,2500,3,0,0,0,2,0
"0",0,48,0,33,5400,6,0,0,0,0,0
"0",0.03421842,56,0,2292,5400,4,0,2,0,0,0
"0",0.9999999,50,0,0,1250,0,0,0,0,0,0
"0",0.468569267,53,0,0.315447425,6000,6,0,1,0,0,0
"0",0.059526242,48,0,0.358910272,4000,10,0,1,0,0,0
"0",0.219154206,35,0,0.115245765,3600,4,0,0,0,0,0
"0",0.011103065,65,0,9,5400,2,0,0,0,0,0
"0",0.142021863,51,0,1322,5400,7,0,2,0,0,0
"0",0.211745431,49,0,1.208663057,2400,10,0,1,0,0,0
"0",0.069212848,59,0,2145,5400,6,0,2,0,0,0
"1",1.031996632,55,0,1.316683317,1000,4,0,2,0,0,0
"0",0.9999999,74,0,0.016327891,3000,4,0,0,0,0,0
"0",0.14638461,37,0,0.35508715,7400,8,0,1,0,2,0
"0",0.9999999,36,0,1236,1,8,0,1,0,2,0
"0",0.9999999,38,0,0.021156559,4253,3,0,0,0,1,0
"0",0.008090174,84,0,2,5400,4,0,0,0,0,0
"0",0.9999999,60,0,0,5400,1,0,0,0,0,0
"0",0.014075014,71,0,0.008962427,2900,4,0,0,0,0,0
"0",0.127970502,36,0,1894,5400,6,0,1,0,0,0
"0",0.00026315,76,0,6,5400,7,0,0,0,0,0
"0",0.024747938,30,0,0.002908033,2750,5,0,0,0,0,0
"0",0.028728331,31,0,127,5400,7,0,0,0,0,0
"0",0.67179093,51,0,0.215956809,3333,4,0,1,0,2,0
"0",1.00669933,57,0,0.608595388,4769,7,0,1,0,0,0
"0",0.555506019,59,0,0.248766554,3850,7,0,0,0,0,0
"0",0,79,0,673,5400,5,0,1,0,0,0
"0",0.088072689,40,0,1456,5400,5,0,2,0,0,0
"0",0.957014329,27,0,0.7264,624,3,0,0,0,0,0
"0",0.014715537,35,0,1556,5400,7,0,1,0,0,0
"0",0.823191184,44,0,0.421282464,4350,6,0,0,0,1,0
"0",0.220293725,55,0,0.146550493,7000,10,0,1,0,3,0
"0",0.005699715,95,0,3,5400,1,0,0,0,0,0
"0",0.95380774,32,0,0.092524227,4333,3,0,0,0,0,0
"0",0.016654106,63,0,2093,5400,10,0,1,0,0,0
"0",0.9999999,56,0,0.306016783,5600,4,0,1,0,0,0
"1",0.754352698,35,0,0.563193768,5134,6,0,2,0,2,0
"0",0.635027237,43,0,0.298623734,3850,7,0,1,0,1,0
"0",0.071540681,67,0,0.038147139,1100,5,0,0,0,0,0
"0",0.0893579,70,0,0.259855769,4159,3,0,1,0,0,0
"1",0.9999999,27,0,0,2600,0,0,0,0,0,0
"0",0,76,0,0,6667,10,0,0,0,0,0
"0",0.587760816,39,0,0.396714048,5416,7,0,2,0,1,0
"0",0,35,0,0.354312354,5576,9,0,2,0,3,0
"0",0.917594821,67,0,0.586218718,2916,8,0,0,0,1,0
"0",0.566286743,26,0,0.215776441,2826,6,0,0,0,0,0
"0",0.982232725,35,0,0.799282235,3900,8,0,1,0,2,0
"0",0.101647459,43,0,0.135440701,4333,2,0,0,0,2,0
"0",0.067450657,30,0,54,5400,4,0,0,0,0,0
"0",0.905549748,79,0,1.340198322,1310,8,0,1,0,0,0
"0",0.097793984,34,0,2342,5400,6,0,2,0,0,0
"0",0.088714412,37,0,0.674777162,4150,6,0,2,0,0,0
"0",0.9999999,50,0,0.199425081,2782,1,0,0,0,1,0
"0",0.019593271,85,0,0.166138977,6000,4,0,1,0,0,0
"0",0.017075195,67,0,0.320882852,5300,9,0,1,0,0,0
"0",0.271061067,68,0,0.580449097,5922,6,0,2,0,0,0
"0",0.026722996,57,0,0.299981368,5366,9,0,2,0,0,0
"0",0.862600821,34,0,0.174386074,3216,4,0,0,0,1,0
"0",0.782983624,54,0,0.734455011,2733,5,0,2,0,3,0
"0",0.819865195,29,0,0.144757433,3833,4,0,0,0,0,0
"0",0.05826922,68,0,96,0,6,0,0,0,1,0
"0",0.9999999,70,0,1402,5400,5,0,2,0,0,0
"0",0,77,0,0,3800,5,0,0,0,0,0
"0",0.068370727,41,0,0.157451212,6763,6,0,1,0,4,0
"0",0.042707444,64,0,1198,5400,5,0,1,0,0,0
"0",0.021475298,40,0,0.725525837,3850,10,0,2,0,4,0
"0",0.029438822,50,0,0.135665834,2800,3,0,0,0,0,0
"0",0.001995665,54,0,0.098991001,7333,8,0,0,0,0,0
"0",0.334975369,39,0,0.490251625,6000,9,0,2,0,0,0
"0",0.129883517,50,0,0.933103151,6950,9,0,3,0,1,0
"0",0.062613391,77,0,0.353329334,5000,8,0,1,0,0,0
"0",0.00061222,91,0,3,5400,6,0,0,0,0,0
"0",0.098663943,50,0,0.379724055,5000,7,0,1,0,2,0
"0",0.284214473,47,0,0.613709063,6564,4,0,2,0,0,0
"0",0.512061997,37,0,753,5400,3,0,0,0,0,0
"0",0.201945633,64,0,0.132680692,4800,10,0,0,0,0,0
"0",0.154622556,62,0,0.329995075,6090,6,0,3,0,0,0
"0",0.216495264,50,0,2291.5,1,9,0,2,0,2,0
"0",0.014089628,35,0,0.164925034,2200,4,0,0,0,0,0
"0",0.458445364,47,0,0.153030059,6220,7,0,0,0,1,0
"0",0.405315615,29,0,1.086655113,576,7,0,0,0,0,0
"0",0.642714305,49,0,0.068538791,2100,1,0,0,0,0,0
"0",0.079906275,63,0,0.770945427,1300,10,0,0,0,0,0
"0",0,35,0,1.536963957,3800,7,0,1,0,1,0
"0",0.434023582,38,0,0.264905391,2800,6,0,0,0,3,0
"0",0.052903901,88,0,27,5400,4,0,0,0,0,0
"0",0.66460713,29,0,0.231692077,4000,5,0,0,0,0,0
"0",0.9999999,44,0,0,2176,0,0,0,0,0,0
"0",0.436867374,51,0,0.064838661,6600,3,0,0,0,2,0
"0",0,69,0,0.00419916,5000,7,0,0,0,0,0
"0",0.10188215,56,0,786,5400,10,0,1,0,0,0
"0",0,82,0,48,5400,2,0,0,0,0,0
"0",0.571336948,37,0,0.185048454,6500,3,0,1,0,2,0
"0",0.9999999,72,0,0,5400,1,0,0,0,0,0
"0",0.070941153,47,0,604,5400,3,0,1,0,0,0
"0",0.051485075,46,0,0.291006581,4102,9,0,1,0,0,0
"1",0.9999999,32,0,0.122371596,2900,4,0,0,0,2,0
"0",0.348940159,40,0,0.677768526,1200,5,0,1,0,2,0
"0",0.088306799,77,0,0.008352316,3950,2,0,0,0,0,0
"0",0.957736151,79,0,0.642764016,2300,4,0,0,0,0,0
"0",0.012662446,29,0,0.869297796,1950,5,0,2,0,0,0
"0",0.086012935,56,0,0.445487252,6392,9,0,1,0,0,0
"0",0.714043389,44,0,3649,5400,9,0,2,0,0,0
"0",0.136984779,78,0,0.010854042,3500,3,0,0,0,0,0
"0",0.071901338,70,0,0.006142506,7325,8,0,0,0,0,0
"0",0.9999999,49,0,0.128992929,4100,3,0,0,0,0,0
"0",0.007898746,65,0,0.003332223,3000,7,0,0,0,0,0
"0",0.608130623,30,0,0.104986877,2666,2,0,0,0,0,0
"0",0.031128096,71,0,0.151191454,1216,8,0,1,0,0,0
"0",0.308691309,56,0,0.002051516,4386,2,0,0,0,0,0
"0",0,82,0,0.063787243,5000,6,0,0,0,0,0
"0",0.67520117,31,0,0.403830142,1200,6,0,0,0,1,0
"0",0.9999999,25,0,0.042377869,3397,1,0,0,0,2,0
"0",0.575884823,46,0,0.583756345,6500,5,0,2,0,1,0
"0",0.250143803,42,0,1314,5400,9,0,1,0,0,0
"0",0.068527282,63,0,0.277589134,5889,6,0,1,0,0,0
"0",0.035604855,47,0,0.173991907,7166,8,0,1,0,3,0
"0",0.017049148,61,0,0.221656291,5300,7,0,1,0,2,0
"0",0.366767984,52,0,0.246690734,6647,3,0,1,0,1,0
"0",0,52,0,2351,5400,5,0,3,0,0,0
"0",0.194585448,46,0,0.461680859,2700,8,0,1,0,3,0
"0",0.162301638,84,0,37,5400,2,0,0,0,0,0
"0",0.083301285,26,0,0.00542281,5900,2,0,0,0,0,0
"0",0.029598027,57,0,0.004104831,3166,2,0,0,0,0,0
"0",0.227355695,58,0,0.449677849,4500,10,0,2,0,2,0
"0",0.00716912,81,0,0.002030933,6400,3,0,0,0,0,0
"0",0.55489022,29,0,0.145927036,2000,3,0,0,0,0,0
"0",0.243241241,52,0,1804,5400,6,0,1,0,0,0
"0",0.002054738,40,0,845,5400,4,0,1,0,0,0
"0",0.054263566,70,0,0.423995341,6867,9,0,3,0,0,0
"0",0.92256896,31,0,0.81193885,4120,9,0,1,0,0,0
"0",0.107764075,39,0,0.835988754,3200,5,0,2,0,0,0
"0",0.02295066,67,0,0.009280742,3016,5,0,0,0,0,0
"0",0.9999999,31,0,0,5400,0,0,0,0,0,0
"0",0.01239752,74,0,0.166426097,6927,3,0,0,0,0,0
"0",0,42,0,0,3774,1,0,0,0,0,0
"0",0.095528265,73,0,0.160360714,5100,7,0,1,0,0,0
"1",0.459109229,55,0,1293,5400,7,0,0,0,0,0
"0",0.369532776,54,0,2157,5400,4,0,1,0,0,0
"0",0.04569543,65,0,13,5400,2,0,0,0,0,0
"0",0.099036382,76,0,1937,5400,6,0,2,0,0,0
"0",0.028876749,47,0,0.002332945,6000,2,0,0,0,0,0
"0",0.681063123,63,0,0.185938021,3000,4,0,0,0,0,0
"0",0.022004198,76,0,0.205838877,2705,6,0,0,0,0,0
"0",0.396640224,40,0,0.392723298,6403,7,0,1,0,1,0
"0",0.9999999,69,0,0.362574945,3168,3,0,2,0,0,0
"0",0,80,0,0,5400,5,0,0,0,0,0
"0",0.143661878,37,0,0.025794841,5000,3,0,0,0,0,0
"0",0.029326466,58,0,0.174413457,2258,9,0,0,0,0,0
"0",0.58702889,28,0,0.691436188,3000,9,0,1,0,0,0
"0",0.900397417,40,0,0.05134357,2083,4,0,0,0,0,0
"0",0.156082379,52,0,0.185879413,3200,8,0,0,0,2,0
"0",0.03181369,67,0,2018,5400,6,0,1,0,0,0
"0",0.634368282,37,0,0.442636423,6083,7,0,2,0,1,0
"1",0.416507716,58,0,0.297036902,5500,9,0,0,0,0,0
"0",0.022413624,54,0,0.254292545,4600,9,0,0,0,0,0
"0",0.9999999,48,0,0.006257333,5113,1,0,0,0,0,0
"0",0.343561455,65,0,0.489725514,6666,8,0,1,0,0,0
"0",0,50,0,44,5400,6,0,0,0,0,0
"0",0.544760802,47,0,1.272273106,1200,4,0,1,0,2,0
"0",0.323983854,71,0,0.274679015,4750,8,0,0,0,0,0
"0",0.656063997,50,0,0.607812742,6450,5,0,2,0,2,0
"0",0,60,0,31,5400,1,0,0,0,0,0
"0",0.9999999,31,0,0.59974656,5523,4,0,1,0,0,0
"0",0.058792936,63,0,1186,5400,8,0,2,0,0,0
"0",0.163362142,48,0,2292,5400,5,0,1,0,0,0
"0",0.12451056,62,0,0.556481173,3000,8,0,2,0,1,0
"0",0.934512541,37,0,0.450056117,2672,8,0,0,0,0,0
"0",0.129569115,40,0,2467,5400,8,0,1,0,0,0
"0",0.613938728,36,0,0.254114752,6500,10,0,0,0,2,0
"0",0.980667472,52,0,1.359276018,1104,6,0,0,0,0,0
"0",0.026767172,42,0,0.408540925,5619,8,0,2,0,0,0
"0",0.03928844,69,0,0.006284816,7000,5,0,0,0,0,0
"0",0.011234291,67,0,12,0,8,0,0,0,0,0
"0",0.031565986,66,0,1228,5400,9,0,1,0,0,0
"0",0.96583618,46,0,0.324552971,5200,4,0,1,0,0,0
