Num_Reg;Item_Identifier;Time;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales;Country
94583;FDX52;;11.5;Regular;0.042087749;Frozen Foods;192.682;OUT045;2002;;Tier 2;Supermarket Type1;3861.64;EEUU
1061055;DRN47;;12.1;Low Fat;0.016921927;Hard Drinks;178.366;OUT017;2007;;Tier 2;Supermarket Type1;4.314.384;EEUU
610742;FDT21;;7.42;Low Fat;0.020423549;Snack Foods;2.490.092;OUT049;1999;Medium;Tier 1;Supermarket Type1;29.881.104;EEUU
87745;FDY21;;15.1;Low Fat;0.173833129;Snack Foods;196.511;OUT045;2002;;Tier 2;Supermarket Type1;4.713.864;EEUU
861081;FDG21;;;Regular;0.256152243;Seafood;151.005;OUT019;1985;Small;Tier 1;Grocery Store;149.805;EEUU
54446;FDS58;;9.285;Regular;0.021002641;Snack Foods;1.611.578;OUT035;2004;Small;Tier 2;Supermarket Type1;4.011.445;EEUU
31119;FDA26;;7.855;Regular;0;Dairy;2.201.482;OUT018;2009;Medium;Tier 3;Supermarket Type2;46.000.122;EEUU
12565;FDY16;;;Regular;0.091780142;Frozen Foods;1.825.266;OUT027;1985;Medium;Tier 3;Supermarket Type3;6.454.931;EEUU
410297;FDF20;;12.85;Low Fat;0.033220169;Fruits and Vegetables;1.966.768;OUT046;1997;Small;Tier 1;Supermarket Type1;27.590.752;EEUU
41895;FDI15;;13.8;Low Fat;0.141234932;Dairy;2.637.884;OUT013;1987;High;Tier 3;Supermarket Type1;55.647.564;EEUU
83745;FDC47;;15;Low Fat;0.19899855;Snack Foods;2.265.694;OUT010;1998;;Tier 3;Grocery Store;9.134.776;EEUU
98699;FDL08;;10.8;Low Fat;0.049709624;Fruits and Vegetables;2.468.144;OUT035;2004;Small;Tier 2;Supermarket Type1;2.450.144;EEUU
1911010;FDF08;;14.3;Regular;0.065153295;Fruits and Vegetables;884.856;OUT013;1987;High;Tier 3;Supermarket Type1;14.061.696;EEUU
281065;FDN03;;9.8;Regular;0.015087112;Meat;2.501.408;OUT035;2004;Small;Tier 2;Supermarket Type1;40.054.528;EEUU
978310;FDG34;;11.5;Regular;0.037782943;Snack Foods;1.066.254;OUT017;2007;;Tier 2;Supermarket Type1;3.255.762;EEUU
141026;FDA56;;9.21;Low Fat;0.008782561;Fruits and Vegetables;1.198.414;OUT045;2002;;Tier 2;Supermarket Type1;13.402.554;EEUU
32978;NCI17;;;Low Fat;0.142728113;Health and Hygiene;95.141;OUT027;1985;Medium;Tier 3;Supermarket Type3;2.510.066;EEUU
29976;NCO17;;10;Low Fat;0.073493831;Health and Hygiene;118.344;OUT049;1999;Medium;Tier 1;Supermarket Type1;1797.66;EEUU
48754;FDK55;;18.5;Low Fat;0.025907416;Meat;877.172;OUT017;2007;;Tier 2;Supermarket Type1;8.029.548;EEUU
12685;FDD10;;20.6;Regular;0.046280998;Snack Foods;1.774.344;OUT017;2007;;Tier 2;Supermarket Type1;19.627.784;EEUU
510488;NCH18;;9.3;Low Fat;0.044624064;Household;2.454.802;OUT013;1987;High;Tier 3;Supermarket Type1;31.938.426;EEUU
51479;NCA53;;11.395;Low Fat;0.009898492;Health and Hygiene;488.034;OUT045;2002;;Tier 2;Supermarket Type1;7.776.544;EEUU
27874;DRJ24;;11.8;Low Fat;0.189689886;Soft Drinks;1.843.924;OUT010;1998;;Tier 3;Grocery Store;3.701.848;EEUU
108782;DRN35;;8.01;Low Fat;0.070189131;Hard Drinks;379.532;OUT013;1987;High;Tier 3;Supermarket Type1;8.269.236;EEUU
651049;FDC47;;15;Low Fat;0.119374946;Snack Foods;2.293.694;OUT018;2009;Medium;Tier 3;Supermarket Type2;50.241.268;EEUU
42635;FDN48;;13.35;Low Fat;0.065215312;Baking Goods;934.804;OUT018;2009;Medium;Tier 3;Supermarket Type2;11.025.648;EEUU
82695;FDR27;;;Regular;0.095635061;Meat;1.307.942;OUT027;1985;Medium;Tier 3;Supermarket Type3;30.473.666;EEUU
810181;FDS33;;;Regular;0.216107535;Snack Foods;868.514;OUT019;1985;Small;Tier 1;Grocery Store;3.542.056;EEUU
21613;DRL11;;10.5;Low Fat;0.048009081;Hard Drinks;1.570.946;OUT035;2004;Small;Tier 2;Supermarket Type1;22.091.244;EEUU
231044;FDQ21;;21.25;Low Fat;0.019533098;Snack Foods;1.204.756;OUT017;2007;;Tier 2;Supermarket Type1;19.388.096;EEUU
33726;FDY37;;17;Regular;0.026568875;Canned;142.047;OUT046;1997;Small;Tier 1;Supermarket Type1;3.149.234;EEUU
98751;FDS35;;9.3;Low Fat;0.111127966;Breads;631.826;OUT013;1987;High;Tier 3;Supermarket Type1;20.020.606;EEUU
83547;DRD60;;15.7;Low Fat;0.03723211;Soft Drinks;1.831.634;OUT046;1997;Small;Tier 1;Supermarket Type1;56.346.654;EEUU
910467;DRP47;;15.75;Low Fat;0.140603316;Hard Drinks;2.528.382;OUT046;1997;Small;Tier 1;Supermarket Type1;6.308.455;EEUU
22253;NCY41;;;low fat;0.075368868;Health and Hygiene;352.532;OUT027;1985;Medium;Tier 3;Supermarket Type3;9.707.364;EEUU
714102;FDR59;;14.5;Regular;0.063962842;Breads;2.631.594;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.616.594;EEUU
81646;FDM36;;;Regular;0.102830104;Baking Goods;1.726.422;OUT019;1985;Small;Tier 1;Grocery Store;3.448.844;EEUU
79527;NCI42;;;Low Fat;0.01031535;Household;2.084.954;OUT027;1985;Medium;Tier 3;Supermarket Type3;37.511.172;EEUU
421104;FDA31;;7.1;Low Fat;0.110633958;Fruits and Vegetables;173.808;OUT017;2007;;Tier 2;Supermarket Type1;1.211.756;EEUU
69879;FDY33;;14.5;Regular;0;Snack Foods;1.593.262;OUT035;2004;Small;Tier 2;Supermarket Type1;28.642.716;EEUU
48892;FDV40;;17.35;Low Fat;0.014721579;Frozen Foods;731.038;OUT045;2002;;Tier 2;Supermarket Type1;8.868.456;EEUU
210891;NCW17;;18;Low Fat;0.019465205;Health and Hygiene;1.286.994;OUT018;2009;Medium;Tier 3;Supermarket Type2;24.414.886;EEUU
5107107;FDN38;;6.615;Regular;0.091895319;Canned;2.486.408;OUT013;1987;High;Tier 3;Supermarket Type1;35.047.712;EEUU
18155;FDQ11;;;Regular;0.118535581;Breads;2.563.988;OUT019;1985;Small;Tier 1;Grocery Store;2.569.988;EEUU
571072;FDG34;;11.5;Regular;0.037646623;Snack Foods;1.075.254;OUT045;2002;;Tier 2;Supermarket Type1;3.255.762;EEUU
11389;NCN14;;19.1;Low Fat;0.092060694;Others;1.837.608;OUT049;1999;Medium;Tier 1;Supermarket Type1;47.777.808;EEUU
777103;FDY46;;;Low Fat;0.04765803;Snack Foods;1.883.898;OUT027;1985;Medium;Tier 3;Supermarket Type3;52.385.144;EEUU
68584;FDS11;;7.05;Regular;0.05587277;Breads;2.221.088;OUT017;2007;;Tier 2;Supermarket Type1;40.267.584;EEUU
42178;NCA53;;;Low Fat;0.017295906;Health and Hygiene;471.034;OUT019;1985;Small;Tier 1;Grocery Store;1.458.102;EEUU
81327;NCN30;;16.35;Low Fat;0.02844314;Household;98.141;OUT010;1998;;Tier 3;Grocery Store;386.164;EEUU
889510;FDW32;;18.35;Regular;0.094296835;Fruits and Vegetables;843.882;OUT046;1997;Small;Tier 1;Supermarket Type1;11.165.466;EEUU
93912;NCR42;;9.105;Low Fat;0.064410783;Household;33.39;OUT010;1998;;Tier 3;Grocery Store;33.29;EEUU
610283;FDU33;;7.63;Regular;0.134684292;Snack Foods;470.402;OUT035;2004;Small;Tier 2;Supermarket Type1;14.700.864;EEUU
106358;FDN15;;;Low Fat;0.029299175;Meat;140.318;OUT019;1985;Small;Tier 1;Grocery Store;139.818;EEUU
81183;FDD51;;;low fat;0.210021713;Dairy;442.744;OUT019;1985;Small;Tier 1;Grocery Store;905.488;EEUU
71010107;FDF14;;7.55;Low Fat;0.027224917;Canned;152.934;OUT045;2002;;Tier 2;Supermarket Type1;2.450.144;EEUU
898810;NCN19;;;Low Fat;0.021184746;Others;189.553;OUT019;1985;Small;Tier 1;Grocery Store;379.506;EEUU
8751010;NCO43;;5.5;Low Fat;0.047059016;Others;1.001.016;OUT013;1987;High;Tier 3;Supermarket Type1;21.252.336;EEUU
59266;FDT19;;7.59;Regular;0.14526636;Fruits and Vegetables;172.908;OUT049;1999;Medium;Tier 1;Supermarket Type1;6.231.888;EEUU
47218;DRK12;;9.5;Low Fat;0.041851461;Soft Drinks;31.49;OUT013;1987;High;Tier 3;Supermarket Type1;466.06;EEUU
15868;DRM49;;6.11;Regular;0.152262171;Soft Drinks;444.086;OUT045;2002;;Tier 2;Supermarket Type1;11.598.236;EEUU
36115;FDX43;;5.655;Low Fat;0.085757338;Fruits and Vegetables;164.75;OUT017;2007;;Tier 2;Supermarket Type1;1498.05;EEUU
741057;FDS14;;7.285;Low Fat;0.049954435;Dairy;1.565.288;OUT035;2004;Small;Tier 2;Supermarket Type1;2.356.932;EEUU
42583;NCK07;;10.65;Low Fat;0.048762383;Others;1.652.526;OUT049;1999;Medium;Tier 1;Supermarket Type1;39.468.624;EEUU
99659;FDO19;;17.7;Regular;0;Fruits and Vegetables;468.034;OUT017;2007;;Tier 2;Supermarket Type1;9.234.646;EEUU
351054;FDH32;;12.8;Low Fat;0.075996742;Fruits and Vegetables;97.141;OUT013;1987;High;Tier 3;Supermarket Type1;2.799.689;EEUU
32175;NCZ41;;19.85;Low Fat;0;Health and Hygiene;1.261.704;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.877.556;EEUU
64859;FDL32;;15.7;Regular;0.204984538;Fruits and Vegetables;1.110.544;OUT010;1998;;Tier 3;Grocery Store;2.237.088;EEUU
31174;FDC44;;15.6;Low Fat;0.173573164;Fruits and Vegetables;1.144.518;OUT017;2007;;Tier 2;Supermarket Type1;23.908.878;EEUU
815310;FDQ59;;9.8;Regular;0.056339618;Breads;842.908;OUT013;1987;High;Tier 3;Supermarket Type1;7.550.172;EEUU
78488;NCO54;;19.5;Low Fat;0.014262413;Household;571.614;OUT013;1987;High;Tier 3;Supermarket Type1;3.315.684;EEUU
94167;DRH36;;16.2;Low Fat;0.03338006;Soft Drinks;740.696;OUT046;1997;Small;Tier 1;Supermarket Type1;14.168.224;EEUU
47166;FDY35;;17.6;Regular;0.016024651;Breads;440.402;OUT035;2004;Small;Tier 2;Supermarket Type1;5.972.226;EEUU
910312;FDA46;;13.6;low fat;0.11830085;Snack Foods;1.962.136;OUT017;2007;;Tier 2;Supermarket Type1;1.944.136;EEUU
86875;NCL18;;18.85;Low Fat;0.167552202;Household;1.931.136;OUT035;2004;Small;Tier 2;Supermarket Type1;23.329.632;EEUU
39553;FDL57;;15.1;Regular;0.067181098;Snack Foods;2.588.304;OUT049;1999;Medium;Tier 1;Supermarket Type1;54.249.384;EEUU
65444;NCP50;;17.35;Low Fat;0;Others;792.618;OUT018;2009;Medium;Tier 3;Supermarket Type2;9.667.416;EEUU
7101087;FDZ25;;;Regular;0;Canned;169.879;OUT019;1985;Small;Tier 1;Grocery Store;339.558;EEUU
91394;FDH24;;20.7;Low Fat;0.021431134;Baking Goods;1.570.288;OUT046;1997;Small;Tier 1;Supermarket Type1;21.998.032;EEUU
83992;FDQ26;;13.5;Regular;0.068256316;Dairy;609.562;OUT017;2007;;Tier 2;Supermarket Type1;5.333.058;EEUU
442610;NCK17;;;Low Fat;0;Health and Hygiene;40.348;OUT019;1985;Small;Tier 1;Grocery Store;79.896;EEUU
6101057;FDO46;;;Regular;0.014143673;Snack Foods;1.873.872;OUT027;1985;Medium;Tier 3;Supermarket Type3;2.836.308;EEUU
541046;FDW50;;13.1;Low Fat;0.075563757;Dairy;1.681.158;OUT035;2004;Small;Tier 2;Supermarket Type1;20.053.896;EEUU
78167;FDD29;;12.15;Low Fat;0.018439138;Frozen Foods;2.547.698;OUT049;1999;Medium;Tier 1;Supermarket Type1;5.073.396;EEUU
103961;FDU26;;;Regular;0.074620291;Dairy;1.201.782;OUT019;1985;Small;Tier 1;Grocery Store;3.575.346;EEUU
23735;FDX04;;;Regular;0.041370245;Frozen Foods;462.376;OUT027;1985;Medium;Tier 3;Supermarket Type3;8.149.392;EEUU
14163;FDH31;;;Regular;0.020312314;Meat;981.042;OUT027;1985;Medium;Tier 3;Supermarket Type3;27.777.176;EEUU
22193;FDJ45;;;Low Fat;0.128532558;Seafood;342.216;OUT019;1985;Small;Tier 1;Grocery Store;173.108;EEUU
731069;FDX55;;15.1;Low Fat;0.055195461;Fruits and Vegetables;2.161.166;OUT035;2004;Small;Tier 2;Supermarket Type1;50.074.818;EEUU
48922;FDR02;;16.7;Low Fat;0.022065676;Dairy;1.105.886;OUT046;1997;Small;Tier 1;Supermarket Type1;15.566.404;EEUU
939210;NCP55;;14.65;Low Fat;0.011212719;Others;556.614;OUT045;2002;;Tier 2;Supermarket Type1;10.499.666;EEUU
76856;FDT28;;13.3;Low Fat;0.063925726;Frozen Foods;1.518.708;OUT017;2007;;Tier 2;Supermarket Type1;16.551.788;EEUU
102735;NCJ06;;20.1;Low Fat;0.034848629;Household;1.186.782;OUT017;2007;;Tier 2;Supermarket Type1;25.027.422;EEUU
96845;FDF08;;14.3;Regular;0;Fruits and Vegetables;898.856;OUT018;2009;Medium;Tier 3;Supermarket Type2;14.061.696;EEUU
486110;FDT21;;7.42;Low Fat;0.02050719;Snack Foods;2.497.092;OUT017;2007;;Tier 2;Supermarket Type1;77.192.852;EEUU
65762;FDK22;;;Low Fat;0.025960174;Snack Foods;214.885;OUT027;1985;Medium;Tier 3;Supermarket Type3;4.976.855;EEUU
510942;DRJ11;;9.5;Low Fat;0.085020342;Hard Drinks;1.887.872;OUT013;1987;High;Tier 3;Supermarket Type1;17.017.848;EEUU
62528;FDH27;;7.075;Low Fat;0.097660814;Dairy;1.418.128;OUT010;1998;;Tier 3;Grocery Store;1.438.128;EEUU
26249;FDU52;;;Low Fat;0.111654545;Frozen Foods;157.063;OUT019;1985;Small;Tier 1;Grocery Store;312.926;EEUU
57197;FDK50;;7.96;Low Fat;0;Canned;1.607.894;OUT017;2007;;Tier 2;Supermarket Type1;3.235.788;EEUU
5109310;DRJ01;;6.135;Low Fat;0.115265695;Soft Drinks;1.605.236;OUT045;2002;;Tier 2;Supermarket Type1;20.946.068;EEUU
21563;FDC21;;14.6;Regular;0.043133816;Fruits and Vegetables;1.097.254;OUT018;2009;Medium;Tier 3;Supermarket Type2;6.511.524;EEUU
810128;FDX39;;14.3;reg;0.049676157;Meat;2.124.586;OUT046;1997;Small;Tier 1;Supermarket Type1;37.990.548;EEUU
521052;NCY54;;;Low Fat;0.176834351;Household;1.721.422;OUT027;1985;Medium;Tier 3;Supermarket Type3;50.008.238;EEUU
31184;FDD58;;;Low Fat;0.103918113;Snack Foods;100.67;OUT019;1985;Small;Tier 1;Grocery Store;399.48;EEUU
83699;FDW12;;8.315;Regular;0.035644325;Baking Goods;1.471.444;OUT045;2002;;Tier 2;Supermarket Type1;8.708.664;EEUU
856110;DRE01;;10.1;Low Fat;0.279783532;Soft Drinks;2.418.512;OUT010;1998;;Tier 3;Grocery Store;4.847.024;EEUU
66538;FDT16;;9.895;Regular;0.048738014;Frozen Foods;2.621.278;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.904.917;EEUU
94262;FDC16;;11.5;Regular;0.020686161;Dairy;85.054;OUT017;2007;;Tier 2;Supermarket Type1;1731.08;EEUU
79831;FDK52;;18.25;LF;0.079342006;Frozen Foods;2.260.062;OUT049;1999;Medium;Tier 1;Supermarket Type1;18.056.496;EEUU
74975;FDS23;;4.635;Low Fat;0.140889111;Breads;1.270.994;OUT046;1997;Small;Tier 1;Supermarket Type1;1.927.491;EEUU
26369;FDI41;;18.5;Regular;0.062245149;Frozen Foods;1.458.418;OUT035;2004;Small;Tier 2;Supermarket Type1;55.913.884;EEUU
8111010;FDG33;;5.365;Regular;0.140811559;Seafood;1.735.764;OUT018;2009;Medium;Tier 3;Supermarket Type2;20.613.168;EEUU
14994;NCM31;;6.095;Low Fat;0.08152738;Others;1.403.154;OUT018;2009;Medium;Tier 3;Supermarket Type2;18.436.002;EEUU
31876;NCY53;;;Low Fat;0.058198141;Health and Hygiene;1.104.544;OUT027;1985;Medium;Tier 3;Supermarket Type3;42.504.672;EEUU
93168;FDY55;;16.75;Low Fat;0.081446638;Fruits and Vegetables;2.570.988;OUT049;1999;Medium;Tier 1;Supermarket Type1;6424.97;EEUU
68517;FDQ21;;21.25;Low Fat;0.019462623;Snack Foods;1.208.756;OUT045;2002;;Tier 2;Supermarket Type1;15.752.828;EEUU
44553;NCD18;;;Low Fat;0.072317217;Household;2.302.668;OUT027;1985;Medium;Tier 3;Supermarket Type3;8.062.838;EEUU
106827;FDV09;;12.1;Low Fat;0.020684919;Snack Foods;1.485.734;OUT017;2007;;Tier 2;Supermarket Type1;13.362.606;EEUU
3108106;FDI19;;15.1;Low Fat;0.087604871;Meat;2.422.512;OUT010;1998;;Tier 3;Grocery Store;4.847.024;EEUU
5101074;FDY47;;8.6;Regular;0;Breads;131.531;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.466.789;EEUU
105774;DRH37;;17.6;Low Fat;0.041681059;Soft Drinks;1.642.526;OUT049;1999;Medium;Tier 1;Supermarket Type1;13.156.208;EEUU
16996;NCL19;;15.35;Low Fat;0.015676231;Others;144.047;OUT046;1997;Small;Tier 1;Supermarket Type1;286.294;EEUU
42212;DRI11;;8.26;Low Fat;0.034397781;Hard Drinks;1.157.834;OUT035;2004;Small;Tier 2;Supermarket Type1;20.733.012;EEUU
458110;NCC19;;6.57;Low Fat;0.096880574;Household;191.482;OUT046;1997;Small;Tier 1;Supermarket Type1;5.020.132;EEUU
368104;FDS01;;11.6;Low Fat;0.017817285;Canned;1.770.686;OUT018;2009;Medium;Tier 3;Supermarket Type2;14.221.488;EEUU
81135;FDX31;;20.35;Regular;0.014909465;Fruits and Vegetables;2.323.958;OUT017;2007;;Tier 2;Supermarket Type1;60.760.908;EEUU
45975;NCL55;;12.15;Low Fat;0;Others;254.904;OUT046;1997;Small;Tier 1;Supermarket Type1;4.048.064;EEUU
109914;FDW16;;17.35;Regular;0.041439718;Frozen Foods;937.804;OUT013;1987;High;Tier 3;Supermarket Type1;28.482.924;EEUU
105577;FDT49;;7;Low Fat;0.151405587;Canned;107.728;OUT046;1997;Small;Tier 1;Supermarket Type1;2.024.032;EEUU
351081;FDW13;;8.5;Low Fat;0.097803261;Canned;505.324;OUT013;1987;High;Tier 3;Supermarket Type1;8.828.508;EEUU
111034;NCG30;;;Low Fat;0.196659953;Household;1.258.046;OUT019;1985;Small;Tier 1;Grocery Store;2.490.092;EEUU
58596;FDC14;;14.5;Regular;0.041313203;Canned;420.454;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.775.086;EEUU
394103;FDS15;;9.195;Regular;0.130657442;Meat;1.064.596;OUT010;1998;;Tier 3;Grocery Store;2.157.192;EEUU
86318;FDS32;;17.75;Regular;0.029700018;Fruits and Vegetables;1.403.838;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.404.838;EEUU
109365;FDE09;;8.775;Low Fat;0;Fruits and Vegetables;1.113.228;OUT049;1999;Medium;Tier 1;Supermarket Type1;14.367.964;EEUU
36265;FDM12;;16.7;Regular;0.070312473;Baking Goods;1.896.214;OUT017;2007;;Tier 2;Supermarket Type1;2.826.321;EEUU
1010599;FDT57;;15.2;Low Fat;0.019064377;Snack Foods;2.382.248;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.555.372;EEUU
89967;FDM32;;20.5;Low Fat;0.020605032;Fruits and Vegetables;91.083;OUT046;1997;Small;Tier 1;Supermarket Type1;539.298;EEUU
2310810;NCS38;;;Low Fat;0;Household;1.152.176;OUT027;1985;Medium;Tier 3;Supermarket Type3;10.306.584;EEUU
103759;NCW30;;5.21;Low Fat;0.011072173;Household;2.578.962;OUT017;2007;;Tier 2;Supermarket Type1;44.029.354;EEUU
910554;FDD21;;10.3;Regular;0;Fruits and Vegetables;1.157.176;OUT017;2007;;Tier 2;Supermarket Type1;1.717.764;EEUU
62373;FDH35;;18.25;Low Fat;0.060342304;Starchy Foods;1.659.526;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.644.526;EEUU
141063;NCX17;;21.25;Low Fat;0.113833823;Health and Hygiene;232.83;OUT045;2002;;Tier 2;Supermarket Type1;1398.18;EEUU
341046;NCI29;;8.6;Low Fat;0.032615377;Health and Hygiene;1.429.154;OUT035;2004;Small;Tier 2;Supermarket Type1;9.927.078;EEUU
54484;FDL24;;10.3;Regular;0.024935297;Baking Goods;1.720.422;OUT049;1999;Medium;Tier 1;Supermarket Type1;39.661.706;EEUU
74816;FDI46;;9.5;Low Fat;0.074345268;Snack Foods;2.519.724;OUT046;1997;Small;Tier 1;Supermarket Type1;35.234.136;EEUU
44325;DRQ35;;9.3;Low Fat;0.042283454;Hard Drinks;1.254.388;OUT035;2004;Small;Tier 2;Supermarket Type1;3.715.164;EEUU
4510105;FDM04;;9.195;Regular;0.047387144;Frozen Foods;508.666;OUT017;2007;;Tier 2;Supermarket Type1;8.715.322;EEUU
28856;NCJ17;;7.68;Low Fat;0.152865879;Health and Hygiene;849.224;OUT045;2002;;Tier 2;Supermarket Type1;16.192.256;EEUU
581052;NCJ18;;;Low Fat;0.163148041;Household;1.166.124;OUT027;1985;Medium;Tier 3;Supermarket Type3;31.998.348;EEUU
42911;DRF13;;12.1;Low Fat;0.02984176;Soft Drinks;1.444.444;OUT045;2002;;Tier 2;Supermarket Type1;3628.61;EEUU
51973;FDB39;;11.6;LF;0.038511676;Dairy;577.272;OUT035;2004;Small;Tier 2;Supermarket Type1;5.033.448;EEUU
310241;FDT52;;9.695;Regular;0.047622786;Frozen Foods;2.462.144;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.675.216;EEUU
67147;FDT60;;12;Low Fat;0.07554831;Baking Goods;1.219.388;OUT046;1997;Small;Tier 1;Supermarket Type1;32.198.088;EEUU
82754;FDM34;;19;Low Fat;0.067447572;Snack Foods;1.329.626;OUT046;1997;Small;Tier 1;Supermarket Type1;1.967.439;EEUU
58543;FDY27;;6.38;Low Fat;0.03187163;Dairy;1.795.344;OUT013;1987;High;Tier 3;Supermarket Type1;41.039.912;EEUU
62517;FDP08;;20.5;Regular;0.112638016;Fruits and Vegetables;1.955.478;OUT045;2002;;Tier 2;Supermarket Type1;3.874.956;EEUU
84221;FDP59;;;Regular;0.056192276;Breads;1.031.648;OUT027;1985;Medium;Tier 3;Supermarket Type3;19.734.312;EEUU
99275;FDQ11;;5.695;Regular;0.06797671;Breads;2.574.988;OUT018;2009;Medium;Tier 3;Supermarket Type2;30.839.856;EEUU
28178;FDV01;;19.2;Regular;0.142189843;Canned;1.538.314;OUT010;1998;;Tier 3;Grocery Store;1.551.314;EEUU
57889;FDX31;;20.35;Regular;0.014813268;Fruits and Vegetables;2.349.958;OUT013;1987;High;Tier 3;Supermarket Type1;5.842.395;EEUU
84624;NCX54;;9.195;low fat;0.080442371;Household;1.077.622;OUT010;1998;;Tier 3;Grocery Store;1.058.622;EEUU
7410107;DRC12;;17.85;Low Fat;0.03781972;Soft Drinks;1.916.188;OUT035;2004;Small;Tier 2;Supermarket Type1;24.754.444;EEUU
103361;FDU11;;;Low Fat;0.092145264;Breads;1.207.098;OUT027;1985;Medium;Tier 3;Supermarket Type3;37.358.038;EEUU
93655;NCB30;;14.6;Low Fat;0.025702994;Household;1.999.084;OUT046;1997;Small;Tier 1;Supermarket Type1;23.809.008;EEUU
610376;FDS27;;10.195;Regular;0.012483408;Meat;195.411;OUT045;2002;;Tier 2;Supermarket Type1;2.749.754;EEUU
89251;FDX16;;17.85;Low Fat;0;Frozen Foods;148.005;OUT018;2009;Medium;Tier 3;Supermarket Type2;898.83;EEUU
6510109;NCL53;;7.5;Low Fat;0.036204764;Health and Hygiene;1.761.028;OUT013;1987;High;Tier 3;Supermarket Type1;19.481.308;EEUU
1021077;NCZ30;;6.59;Low Fat;0.026238087;Household;1.216.098;OUT045;2002;;Tier 2;Supermarket Type1;2.410.196;EEUU
3841010;FDB15;;10.895;Low Fat;0.137584599;Dairy;2.622.568;OUT017;2007;;Tier 2;Supermarket Type1;3.954.852;EEUU
17877;FDY51;;;Low Fat;0.080741927;Meat;2.208.798;OUT027;1985;Medium;Tier 3;Supermarket Type3;61.706.344;EEUU
199101;NCT18;;14.6;Low Fat;0.059741172;Household;1.796.976;OUT017;2007;;Tier 2;Supermarket Type1;50.707.328;EEUU
12873;FDL32;;;Regular;0.214423791;Fruits and Vegetables;1.116.544;OUT019;1985;Small;Tier 1;Grocery Store;3.355.632;EEUU
3310105;FDK46;;9.6;Low Fat;0.051677051;Snack Foods;258.062;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.856.282;EEUU
91449;FDI22;;;Low Fat;0.168455549;Snack Foods;2.110.612;OUT019;1985;Small;Tier 1;Grocery Store;4.181.224;EEUU
39584;FDF21;;10.3;Regular;0;Fruits and Vegetables;189.053;OUT045;2002;;Tier 2;Supermarket Type1;5.313.084;EEUU
91724;FDR34;;17;Regular;0.016055615;Snack Foods;2.284.352;OUT017;2007;;Tier 2;Supermarket Type1;82.452.672;EEUU
105732;FDJ50;;8.645;Low Fat;0.021619564;Canned;506.982;OUT049;1999;Medium;Tier 1;Supermarket Type1;7.363.748;EEUU
110288;FDC34;;16;Regular;0.173027688;Snack Foods;1.552.972;OUT049;1999;Medium;Tier 1;Supermarket Type1;35.833.356;EEUU
25656;FDW51;;6.155;Regular;0.095045476;Meat;213.456;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.556.672;EEUU
216104;FDR28;;13.85;Regular;0.025891588;Frozen Foods;165.121;OUT035;2004;Small;Tier 2;Supermarket Type1;2.936.178;EEUU
75792;FDV60;;;Regular;0.205484395;Baking Goods;198.011;OUT019;1985;Small;Tier 1;Grocery Store;392.822;EEUU
101533;FDI45;;13.1;Low Fat;0.037793818;Fruits and Vegetables;1.738.054;OUT017;2007;;Tier 2;Supermarket Type1;28.016.864;EEUU
106234;NCB30;;;Low Fat;0.045002624;Household;1.965.084;OUT019;1985;Small;Tier 1;Grocery Store;1.984.084;EEUU
788109;DRO59;;11.8;Low Fat;0.054460571;Hard Drinks;770.012;OUT017;2007;;Tier 2;Supermarket Type1;2.277.036;EEUU
1035106;FDU12;;15.5;Regular;0.075736746;Baking Goods;2.655.568;OUT035;2004;Small;Tier 2;Supermarket Type1;44.821.656;EEUU
214104;NCX18;;14.15;Low Fat;0.014719325;Household;196.911;OUT010;1998;;Tier 3;Grocery Store;392.822;EEUU
45426;NCH30;;;Low Fat;0.066828857;Household;114.186;OUT027;1985;Medium;Tier 3;Supermarket Type3;1.924.162;EEUU
28515;FDE11;;;Regular;0.23653561;Starchy Foods;1.841.924;OUT019;1985;Small;Tier 1;Grocery Store;1.850.924;EEUU
96164;FDE32;;20.7;Low Fat;0.04903471;Fruits and Vegetables;399.506;OUT017;2007;;Tier 2;Supermarket Type1;8.728.638;EEUU
5210104;FDP25;;15.2;Low Fat;0.035497039;Canned;2.167.824;OUT010;1998;;Tier 3;Grocery Store;4.367.648;EEUU
18177;NCM29;;11.5;Low Fat;0.017638893;Health and Hygiene;1.327.626;OUT035;2004;Small;Tier 2;Supermarket Type1;28.855.772;EEUU
541094;FDQ21;;21.25;Low Fat;0.01945343;Snack Foods;1.208.756;OUT049;1999;Medium;Tier 1;Supermarket Type1;14.541.072;EEUU
